,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
73,[0.9156902148052477],[0.9667310095130175],[0.9338842975206612],[0.902555910543131],0.36018485,[0.8609090909090908],[0.9318557613974374],[0.8851351351351351],[0.8506493506493507],0.39853036
74,[0.9156243627217728],[0.9670851306905203],[0.9516279069767442],[0.8170926517571885],0.40908545,[0.8546753246753247],[0.9247913962487841],[0.9285714285714286],[0.7597402597402597],0.4766884
75,[0.9179886649445992],[0.9685450450355839],[0.917981072555205],[0.9297124600638977],0.3491761,[0.8557142857142856],[0.9256987942342255],[0.8823529411764706],[0.8766233766233766],0.39872018
76,[0.9166015226701107],[0.9669841211649456],[0.963963963963964],[0.7691693290734825],0.44797674,[0.8570129870129871],[0.9268892224313655],[0.9416666666666667],[0.7337662337662337],0.5006294
77,[0.9167141084902455],[0.9687821093110252],[0.9095869056897895],[0.9321086261980831],0.35639834,[0.8588311688311687],[0.9267020666600595],[0.881578947368421],[0.8701298701298701],0.38864622
78,[0.9146769424240364],[0.9657599076798072],[0.9411255411255411],[0.8682108626198083],0.378669,[0.8559740259740259],[0.9273752243677562],[0.9057971014492754],[0.8116883116883117],0.4242417
79,[0.9154969070763375],[0.9665574428269311],[0.9566055930568949],[0.792332268370607],0.4357803,[0.8558441558441559],[0.923784638645714],[0.9354838709677419],[0.7532467532467533],0.4792756
80,[0.9185919549996602],[0.968094939952418],[0.9437819420783645],[0.8849840255591054],0.36693883,[0.8563636363636363],[0.9266104690575248],[0.8943661971830986],[0.8246753246753247],0.41708088
81,[0.9217677248317585],[0.970278631659766],[0.9470945359930616],[0.8722044728434505],0.36701244,[0.8571428571428571],[0.9264574002374175],[0.8962962962962963],[0.7857142857142857],0.41638735
82,[0.917563812793148],[0.9674781965648557],[0.9421915444348576],[0.8722044728434505],0.37532806,[0.8564935064935065],[0.9269798939056466],[0.8978102189781022],[0.7987012987012987],0.43085518
83,[0.9222456835021413],[0.9705786958638829],[0.9493891797556719],[0.8690095846645367],0.37100473,[0.8564935064935064],[0.9260317531772441],[0.9037037037037037],[0.7922077922077922],0.4326125
84,[0.9241702637482156],[0.971067477472376],[0.9440677966101695],[0.889776357827476],0.35677958,[0.8577922077922078],[0.9294993003779219],[0.8943661971830986],[0.8246753246753247],0.40479004
85,[0.9218165828291754],[0.9695316946014298],[0.9437340153452686],[0.884185303514377],0.35369745,[0.8551948051948052],[0.9281287790881991],[0.9014084507042254],[0.8311688311688312],0.42580664
86,[0.9252472639521445],[0.9717631445902508],[0.946199829205807],[0.8849840255591054],0.35081202,[0.8561038961038961],[0.9280424881963015],[0.8943661971830986],[0.8246753246753247],0.4030235
87,[0.9239939501053633],[0.9714646685369088],[0.9292604501607717],[0.9233226837060703],0.34095836,[0.8559740259740259],[0.9308660261304297],[0.88],[0.8571428571428571],0.38041672
88,[0.9236413228196588],[0.9709542538944922],[0.9447278911564626],[0.8873801916932907],0.3543359,[0.8538961038961038],[0.9264454589851714],[0.8936170212765957],[0.8181818181818182],0.4299729
89,[0.9246184827679969],[0.9714952096860274],[0.9404861693210393],[0.8961661341853036],0.34438026,[0.853116883116883],[0.927431146163526],[0.8896551724137931],[0.8376623376623377],0.41039762
90,[0.9261564475562505],[0.972154981023861],[0.9356966199505359],[0.9065495207667732],0.3361594,[0.859090909090909],[0.930518544969891],[0.8859060402684564],[0.8571428571428571],0.39047217
91,[0.9285950989055809],[0.9729620161918017],[0.9553327256153145],[0.8370607028753994],0.3757931,[0.8623376623376624],[0.9325612842975165],[0.9140625],[0.7597402597402597],0.4141768
92,[0.9260162463462714],[0.9722376404177662],[0.9161442006269592],[0.9337060702875399],0.33512425,[0.8594805194805194],[0.9329283893853986],[0.8823529411764706],[0.8766233766233766],0.38591525
93,[0.9261203351233771],[0.9732068981523518],[0.9691675231243576],[0.7531948881789138],0.43289435,[0.8594805194805196],[0.9312300786965401],[0.9310344827586207],[0.7012987012987013],0.49269935
94,[0.9292536197403304],[0.9737065317810096],[0.954225352112676],[0.865814696485623],0.3570142,[0.8567532467532467],[0.928534811688015],[0.9037037037037037],[0.7922077922077922],0.42729306
95,[0.9250656396573992],[0.9716652442131913],[0.9500875656742557],[0.8666134185303515],0.3608739,[0.8515584415584415],[0.924834759500707],[0.9037037037037037],[0.7922077922077922],0.45313117
96,[0.9292196315682142],[0.9741800148411999],[0.9360655737704918],[0.9121405750798722],0.3326974,[0.8558441558441557],[0.9311792559303933],[0.8874172185430463],[0.8701298701298701],0.38102904
97,[0.9308043300931276],[0.9745788748164955],[0.9473684210526315],[0.8913738019169329],0.3384956,[0.8566233766233766],[0.9291262089769338],[0.900709219858156],[0.8246753246753247],0.40511903
98,[0.9185282271769424],[0.9686250028742877],[0.9545023696682464],[0.8043130990415336],0.42034894,[0.853116883116883],[0.9276853575411582],[0.912],[0.7402597402597403],0.56233853
99,[0.9282998266603222],[0.9738765712516021],[0.9379591836734694],[0.9177316293929713],0.3330208,[0.8585714285714287],[0.9309263586902495],[0.8866666666666667],[0.8636363636363636],0.37583253
100,[0.9320300285500647],[0.9749748506623436],[0.9490229396771452],[0.8921725239616614],0.3335757,[0.8587012987012987],[0.9299795325445607],[0.8943661971830986],[0.8246753246753247],0.38965178
101,[0.9285908503840663],[0.9739648880413779],[0.9032749428789033],[0.9472843450479234],0.34097674,[0.8532467532467533],[0.9307350672628024],[0.8846153846153846],[0.8961038961038961],0.40210757
102,[0.9261288321664061],[0.9724098780574353],[0.9590697674418605],[0.8234824281150159],0.399065,[0.8542857142857142],[0.9271462374966194],[0.9147286821705426],[0.7662337662337663],0.4812361
103,[0.930351862551832],[0.974574383324611],[0.9282836422240129],[0.9201277955271565],0.32515576,[0.8546753246753246],[0.9306386950196631],[0.8881578947368421],[0.8766233766233766],0.39111888
104,[0.9312844130242675],[0.9742155631227609],[0.9622997172478793],[0.8154952076677316],0.38803852,[0.8579220779220779],[0.9299063643919322],[0.9285714285714286],[0.7597402597402597],0.45620766
105,[0.9346641118890626],[0.9762263071574713],[0.9541125541125541],[0.8801916932907349],0.33484232,[0.8497402597402597],[0.9272986846147858],[0.9],[0.8181818181818182],0.40986243
106,[0.9351866800353477],[0.9761611291861381],[0.945],[0.9057507987220448],0.31911954,[0.8544155844155844],[0.9309325964503882],[0.8972602739726028],[0.8506493506493507],0.38600984
107,[0.9347363367548094],[0.9762846945283881],[0.9604672057502246],[0.8538338658146964],0.3528087,[0.8532467532467533],[0.9305720433511354],[0.9117647058823529],[0.8051948051948052],0.40306357
108,[0.9348595438787303],[0.9767280653636449],[0.9265762170790104],[0.9273162939297125],0.3174644,[0.8501298701298702],[0.9271936951173163],[0.8896103896103896],[0.8896103896103896],0.39267448
109,[0.9290858031405071],[0.9739480789424706],[0.9800936768149883],[0.6685303514376997],0.48392424,[0.8568831168831168],[0.9340667690954173],[0.9484536082474226],[0.5974025974025974],0.5548601
110,[0.93392274488478],[0.9755058248708195],[0.9459684123025769],[0.9089456869009584],0.3331703,[0.864935064935065],[0.9367433105766698],[0.8851351351351351],[0.8506493506493507],0.38193107
111,[0.9320555196791517],[0.9741583635064113],[0.9496587030716723],[0.8889776357827476],0.33878,[0.8602597402597402],[0.9326341562436683],[0.8936170212765957],[0.8181818181818182],0.40724897
112,[0.9355690469716539],[0.9765782215314581],[0.9505119453924915],[0.889776357827476],0.32599992,[0.8545454545454545],[0.9312905139766128],[0.9020979020979021],[0.8376623376623377],0.39680085
113,[0.9366035619604378],[0.9765563015300939],[0.9560246262093228],[0.8682108626198083],0.33338332,[0.8525974025974026],[0.9303029918369361],[0.8985507246376812],[0.8051948051948052],0.41195163
114,[0.937591343212562],[0.9770785595275854],[0.9681945743685687],[0.8266773162939297],0.35839316,[0.8537662337662337],[0.932671542991296],[0.9069767441860465],[0.7597402597402597],0.42612815
115,[0.9381733906600503],[0.9773772024353863],[0.9733464955577492],[0.7875399361022364],0.38627374,[0.8557142857142856],[0.9327670969807236],[0.9112903225806451],[0.7337662337662337],0.4487107
116,[0.9390995683502142],[0.9779868332384436],[0.9395918367346939],[0.9193290734824281],0.30386195,[0.8554545454545455],[0.9335244037705202],[0.8881578947368421],[0.8766233766233766],0.3875661
117,[0.9359322955611447],[0.9760747743751432],[0.9582593250444049],[0.8618210862619808],0.34091574,[0.8553246753246753],[0.9325978129753303],[0.8970588235294118],[0.7922077922077922],0.43756115
118,[0.9405759295765074],[0.9792039199511116],[0.9582593250444049],[0.8618210862619808],0.32722783,[0.8514285714285714],[0.9312898406724472],[0.9071428571428571],[0.8246753246753247],0.40225363
119,[0.940548314186663],[0.9784417038697205],[0.9582963620230701],[0.8626198083067093],0.32788345,[0.8559740259740259],[0.9331329494027688],[0.8978102189781022],[0.7987012987012987],0.4035348
120,[0.9391909115627761],[0.9785370874511793],[0.9286280729579699],[0.9353035143769968],0.3074013,[0.8568831168831168],[0.9355008496914692],[0.8896103896103896],[0.8896103896103896],0.39452624
121,[0.9333895554347088],[0.9748671516967748],[0.9575971731448764],[0.865814696485623],0.34678218,[0.8658441558441557],[0.9382015542187327],[0.9037037037037037],[0.7922077922077922],0.4264847
122,[0.9399046631772143],[0.9781295495573039],[0.9436152570480929],[0.9089456869009584],0.30732232,[0.8653246753246753],[0.940533871745677],[0.8933333333333333],[0.8701298701298701],0.3718774
123,[0.9411601012847529],[0.9785092120050267],[0.9549319727891157],[0.896964856230032],0.31183884,[0.8601298701298702],[0.937115078587317],[0.9027777777777778],[0.8441558441558441],0.38938347
124,[0.9418950955067635],[0.9790687436585872],[0.9688929551692589],[0.8458466453674122],0.33716562,[0.8567532467532467],[0.9349196252440448],[0.9104477611940298],[0.7922077922077922],0.4236288
125,[0.9430761844877983],[0.9794031148760323],[0.966786355475763],[0.860223642172524],0.32876185,[0.8606493506493507],[0.9372649571354386],[0.9185185185185185],[0.8051948051948052],0.39333335
126,[0.9422455985317111],[0.9795338249321858],[0.9386252045826514],[0.9161341853035144],0.30248794,[0.8625974025974026],[0.9395694879630437],[0.8888888888888888],[0.8831168831168831],0.38131452
127,[0.939471313982734],[0.9780277789403509],[0.9710820895522388],[0.8314696485623003],0.3641653,[0.8628571428571429],[0.9392113284246599],[0.9274193548387096],[0.7467532467532467],0.46354663
128,[0.9408287166066209],[0.9783916219958058],[0.9542709232096636],[0.8833865814696485],0.31739974,[0.8568831168831169],[0.9357218227525429],[0.9027777777777778],[0.8441558441558441],0.39795783
129,[0.9423985453062333],[0.9792149378291684],[0.9705882352941176],[0.8434504792332268],0.34434134,[0.8563636363636364],[0.9353742156439688],[0.917910447761194],[0.7987012987012987],0.418173
130,[0.9427044388552783],[0.9788438668005204],[0.9617437722419929],[0.8634185303514377],0.3248357,[0.8687012987012986],[0.9428486108364339],[0.9191176470588235],[0.8116883116883117],0.39458874
131,[0.9431122969206716],[0.979615552446572],[0.9447194719471947],[0.9145367412140575],0.29567903,[0.8609090909090908],[0.9382259568980915],[0.8940397350993378],[0.8766233766233766],0.38203597
132,[0.9435690129834816],[0.979400133746916],[0.9495798319327731],[0.902555910543131],0.2996715,[0.8641558441558442],[0.9392101584892647],[0.9054054054054054],[0.8701298701298701],0.3829697
133,[0.9430846815308273],[0.9793880115107703],[0.9714285714285714],[0.84185303514377],0.33932388,[0.8592207792207792],[0.93583633926274],[0.9090909090909091],[0.7792207792207793],0.4314141
134,[0.9455934334851472],[0.9806074940551993],[0.9541984732824428],[0.8985623003194888],0.29697824,[0.8638961038961039],[0.9402885811468864],[0.9097222222222222],[0.8506493506493507],0.37303355
135,[0.9443889776357827],[0.980566173938446],[0.9454094292803971],[0.9129392971246006],0.29227906,[0.8606493506493507],[0.9387845164453308],[0.8933333333333333],[0.8701298701298701],0.38271698
136,[0.9457676228672423],[0.9804728024952906],[0.9750922509225092],[0.8442492012779552],0.33098477,[0.8602597402597402],[0.9386894590294168],[0.9236641221374046],[0.7857142857142857],0.4119859
137,[0.9430018353612942],[0.9800345739964942],[0.9185415050426687],[0.9456869009584664],0.3103087,[0.8533766233766235],[0.9344320053098275],[0.89171974522293],[0.9090909090909091],0.44170344
138,[0.9445419244103052],[0.9805053891727363],[0.9727767695099818],[0.8562300319488818],0.3214363,[0.8614285714285714],[0.9386226787134755],[0.9197080291970803],[0.8181818181818182],0.37744674
139,[0.9460798891985589],[0.9808989043390552],[0.9458128078817734],[0.9201277955271565],0.2862129,[0.8570129870129869],[0.9360097362257429],[0.8940397350993378],[0.8766233766233766],0.39606535
140,[0.946925344979947],[0.9808204707618556],[0.9768303985171455],[0.84185303514377],0.33340994,[0.8648051948051948],[0.9413486542618694],[0.9307692307692308],[0.7857142857142857],0.39015183
141,[0.9455445754877303],[0.9808879716792435],[0.9241594996090696],[0.9440894568690096],0.2941942,[0.8559740259740259],[0.9365406187121279],[0.8974358974358975],[0.9090909090909091],0.40708235
142,[0.9471930018353614],[0.9813938779725984],[0.9727767695099818],[0.8562300319488818],0.3174279,[0.8637662337662337],[0.9412561376409136],[0.9197080291970803],[0.8181818181818182],0.39016774
143,[0.9471356467949155],[0.9813497477022605],[0.9674008810572687],[0.8769968051118211],0.30400807,[0.8625974025974026],[0.9399665535581248],[0.9148936170212766],[0.8376623376623377],0.3975425
144,[0.9468318775066277],[0.9810765512121137],[0.9461920529801324],[0.9129392971246006],0.28664562,[0.8645454545454546],[0.9393699628523771],[0.8940397350993378],[0.8766233766233766],0.38429427
145,[0.9482615049962613],[0.9816127262276721],[0.9615720524017467],[0.8793929712460063],0.30032933,[0.8636363636363638],[0.9406698326444709],[0.9142857142857143],[0.8311688311688312],0.39353582
146,[0.9441616817347563],[0.980897652809804],[0.9602420051858254],[0.8873801916932907],0.30004513,[0.8542857142857142],[0.935510825698631],[0.9084507042253521],[0.8376623376623377],0.40019596
147,[0.9497930970022432],[0.9821433525508698],[0.9642233856893543],[0.8825878594249201],0.2936348,[0.8658441558441559],[0.9423989599300984],[0.9154929577464789],[0.8441558441558441],0.38436913
148,[0.9461351199782475],[0.980456930873199],[0.9824198552223371],[0.7587859424920128],0.392408,[0.8657142857142858],[0.9420538772516576],[0.9385964912280702],[0.6948051948051948],0.4829507
