,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,130,0.9427044388552783,0.9788438668005204,0.9617437722419929,0.8634185303514377,0.3248357,0.8687012987012986,0.9428486108364339,0.9191176470588235,0.8116883116883117,0.39458874,0.9101298701298702,0.9700940379544996,0.9612403100775194,0.8051948051948052,0.3128707
