,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
33,[0.8859154639387665],[0.9505617274497672],[0.9307553956834532],[0.8380566801619433],0.45042208,[0.8732605117462217],[0.9552802197749335],[0.9240506329113924],[0.8957055214723927],0.38736632
34,[0.8873288623790835],[0.950835927781045],[0.9116161616161617],[0.8769230769230769],0.42463416,[0.8741583121352686],[0.9560561361195188],[0.9161676646706587],[0.9386503067484663],0.37182173
35,[0.8854889719895748],[0.949529652130474],[0.9397705544933078],[0.7959514170040486],0.47353807,[0.8765524465060602],[0.9581953708231784],[0.9246575342465754],[0.8282208588957055],0.39569104
36,[0.8875513799177921],[0.9512869905333112],[0.9088649544324772],[0.8882591093117409],0.41539463,[0.874906479126141],[0.9571530986623942],[0.9107142857142857],[0.9386503067484663],0.36833048
37,[0.8878563113597264],[0.9517563708058077],[0.9455252918287937],[0.7870445344129555],0.47739416,[0.8756546461170133],[0.9569908722182021],[0.9241379310344827],[0.8220858895705522],0.3980793
38,[0.8879510873484356],[0.9513113218316303],[0.9243478260869565],[0.8607287449392712],0.43138957,[0.8780487804878049],[0.9587632848012544],[0.9156626506024096],[0.9325153374233128],0.37868467
39,[0.886694275324247],[0.9511975983739305],[0.8788332086761406],[0.951417004048583],0.41227508,[0.8668262756247194],[0.952591297192618],[0.8926553672316384],[0.9693251533742331],0.3831395
40,[0.888437329377466],[0.9521246194672826],[0.9061728395061729],[0.891497975708502],0.41940713,[0.8737094119407451],[0.9557155575579865],[0.9166666666666666],[0.9447852760736196],0.37215832
41,[0.8888308557653677],[0.9519874900463461],[0.9256342957130359],[0.8566801619433199],0.42910463,[0.8753553793206644],[0.9565094868867791],[0.9156626506024096],[0.9325153374233128],0.3678091
42,[0.8917647907201943],[0.9538638443470832],[0.9081214109926169],[0.8963562753036437],0.40868258,[0.8752057459224899],[0.9567888448089956],[0.9101796407185628],[0.9325153374233128],0.3697716
43,[0.8925889297524492],[0.9545627588699047],[0.9236051502145923],[0.8712550607287449],0.41800326,[0.874607212329792],[0.9553357164948805],[0.9202453987730062],[0.9202453987730062],0.3636981
44,[0.8940455954919595],[0.9553359599086728],[0.9097621000820345],[0.8979757085020242],0.40233946,[0.8734101451443962],[0.9554385647300021],[0.9101796407185628],[0.9325153374233128],0.36536017
45,[0.8920697221621289],[0.9547194162158417],[0.9490238611713666],[0.708502024291498],0.51186377,[0.8758042795151878],[0.9565830208900208],[0.9402985074626866],[0.7730061349693251],0.42462194
46,[0.8938065951726055],[0.9550384217062549],[0.9143094841930116],[0.8898785425101214],0.40430236,[0.877450246895107],[0.9578186756278988],[0.9101796407185628],[0.9325153374233128],0.35833097
47,[0.8952879850830835],[0.9564070025428653],[0.9392824287028518],[0.8267206477732794],0.43609515,[0.8759539129133624],[0.9563131245238493],[0.934640522875817],[0.8773006134969326],0.37150612
48,[0.8960358912548547],[0.9563881653934313],[0.9093137254901961],[0.9012145748987854],0.3956025,[0.8773006134969326],[0.957473201793002],[0.9107142857142857],[0.9386503067484663],0.35745808
49,[0.8959328738758229],[0.9566714660601414],[0.8961447678992919],[0.9222672064777327],0.3963396,[0.8737094119407451],[0.955173115085869],[0.9],[0.9386503067484663],0.359351
50,[0.8936973967508319],[0.954868556356341],[0.950354609929078],[0.7595141700404858],0.48251954,[0.8798443812658986],[0.9580441829557034],[0.935251798561151],[0.7975460122699386],0.40034553
51,[0.8987637914516179],[0.958161902486774],[0.9177162048698573],[0.8850202429149797],0.4023542,[0.8764028131078856],[0.9564817394232589],[0.9041916167664671],[0.9263803680981595],0.35767925
52,[0.8960544343830803],[0.9567044468466566],[0.8815987933634992],[0.9465587044534413],0.39566228,[0.8648810414484512],[0.9530419555425029],[0.896551724137931],[0.9570552147239264],0.38082707
53,[0.8991820420104873],[0.9581127331116882],[0.9101307189542484],[0.9020242914979757],0.39166284,[0.8764028131078856],[0.9568257323600884],[0.9053254437869822],[0.9386503067484663],0.35670924
54,[0.9004079488209662],[0.9590338410348092],[0.9399454049135578],[0.8364372469635628],0.42270255,[0.8787969474786772],[0.9576754131124153],[0.9363057324840764],[0.901840490797546],0.36857358
55,[0.9018749162983795],[0.9597694284919235],[0.9288164665523156],[0.8769230769230769],0.39849257,[0.8767020799042345],[0.9570481090401916],[0.9259259259259259],[0.9202453987730062],0.35858855
56,[0.9020150199338628],[0.959679034796719],[0.9083601286173634],[0.9149797570850202],0.3829025,[0.8768517133024091],[0.9577484113636727],[0.8947368421052632],[0.9386503067484663],0.35906282
57,[0.9031317283225679],[0.9604544020901928],[0.9382716049382716],[0.8615384615384616],0.40005127,[0.8792458476732006],[0.9576514530158379],[0.9371069182389937],[0.9141104294478528],0.35785446
58,[0.903710685992727],[0.9603960596852648],[0.936077057793345],[0.8655870445344129],0.395458,[0.8804429148585965],[0.9587994654376035],[0.93125],[0.9141104294478528],0.35512593
59,[0.9050787567862699],[0.9613636765527702],[0.941923774954628],[0.8404858299595142],0.40945444,[0.8808918150531198],[0.9588458907574755],[0.9363057324840764],[0.901840490797546],0.36614037
60,[0.9030451937241812],[0.9604598093935077],[0.9592760180995475],[0.6866396761133603],0.5191824,[0.8816399820439922],[0.9599533914661835],[0.9512195121951219],[0.7177914110429447],0.44005224
61,[0.9070937767201326],[0.9621207927097817],[0.9136104319478403],[0.9076923076923077],0.37641376,[0.8798443812658986],[0.9585028642373004],[0.8994082840236687],[0.9325153374233128],0.35461402
62,[0.9073739839910993],[0.9622785446896843],[0.9446494464944649],[0.8291497975708502],0.41068113,[0.8801436480622474],[0.958845838842068],[0.9411764705882353],[0.8834355828220859],0.36531284
63,[0.9107138074193116],[0.9645213028060382],[0.950187969924812],[0.8186234817813766],0.41187528,[0.8796947478677241],[0.9588562328024506],[0.94],[0.8650306748466258],0.380052
64,[0.9098319786547993],[0.9641250689855458],[0.8827534039334342],[0.9449392712550607],0.3799667,[0.8832859494239114],[0.9627464180556766],[0.8920454545454546],[0.9631901840490797],0.37040702
65,[0.9107714971515695],[0.9648479491018762],[0.9174161896974653],[0.908502024291498],0.36949685,[0.8731108783480472],[0.9576877077443398],[0.9036144578313253],[0.9202453987730062],0.36799207
66,[0.9131202933934955],[0.9654396098722855],[0.9385281385281385],[0.8777327935222672],0.37491024,[0.8844830166093072],[0.9625115704985598],[0.9308176100628931],[0.9079754601226994],0.3602718
67,[0.9136415613313966],[0.9658834916751942],[0.9526515151515151],[0.8145748987854251],0.40925893,[0.8804429148585965],[0.9608518463695861],[0.9383561643835616],[0.8404907975460123],0.3811746
68,[0.9137322166249445],[0.9661851162649681],[0.8961538461538462],[0.9433198380566802],0.3648504,[0.8786473140805028],[0.9621381096399232],[0.9005847953216374],[0.9447852760736196],0.3786615
69,[0.9126958617918843],[0.9658313088803353],[0.9567510548523207],[0.734412955465587],0.46472973,[0.8705671105790814],[0.9573893439576291],[0.946969696969697],[0.7668711656441718],0.4352223
70,[0.9168000741725129],[0.9674666351796144],[0.9472247497725205],[0.8429149797570851],0.38664606,[0.8750561125243154],[0.959214539804052],[0.934640522875817],[0.8773006134969326],0.3826674
71,[0.9177931617063799],[0.9677903210499442],[0.9379310344827586],[0.8809716599190284],0.36221167,[0.8895705521472393],[0.9652491103490604],[0.9197530864197531],[0.9141104294478528],0.35628387
72,[0.9197958195547589],[0.9688679914867301],[0.9394463667820069],[0.8793522267206477],0.35976404,[0.882537782433039],[0.9632889207633164],[0.930379746835443],[0.901840490797546],0.3664334
73,[0.9205746309402396],[0.9691814434098611],[0.9336691855583543],[0.9004048582995952],0.34894177,[0.8859793505910519],[0.9646563157636926],[0.9254658385093167],[0.9141104294478528],0.3596678
74,[0.9219550638192663],[0.9698945052753982],[0.9492753623188406],[0.848582995951417],0.37132978,[0.8838844830166093],[0.964974805466827],[0.9342105263157895],[0.8711656441717791],0.38360134
75,[0.9211185627015277],[0.9694988560034133],[0.941952506596306],[0.8672064777327935],0.36403438,[0.8762531797097113],[0.9615373018445873],[0.9276315789473685],[0.8650306748466258],0.38390198
76,[0.9227318148571664],[0.9700876520535862],[0.960822722820764],[0.794331983805668],0.40997195,[0.8903187191381116],[0.9672409710730394],[0.9436619718309859],[0.8220858895705522],0.4079505
77,[0.9244439636966756],[0.9711487423736301],[0.935429056924384],[0.891497975708502],0.34581894,[0.8945084542869969],[0.9693411801633713],[0.9197530864197531],[0.9141104294478528],0.36260352
78,[0.9253360941990914],[0.9715740679678868],[0.9553327256153145],[0.848582995951417],0.37104693,[0.8913661529253329],[0.9679105079039765],[0.94],[0.8650306748466258],0.3792994
79,[0.9243986360499017],[0.9710785071761134],[0.9476021314387212],[0.8639676113360324],0.3565084,[0.9000448900194523],[0.9712528347316436],[0.91875],[0.901840490797546],0.36034223
80,[0.9245820069845783],[0.9708664233402398],[0.9543761638733705],[0.8299595141700404],0.3810802,[0.8994463564267544],[0.9709847134531489],[0.9391891891891891],[0.852760736196319],0.36505398
81,[0.9271182948563423],[0.9724110050635733],[0.938135593220339],[0.8963562753036437],0.33845633,[0.8963040550650906],[0.9703522041499006],[0.9197530864197531],[0.9141104294478528],0.3589222
82,[0.9265187337103769],[0.9721784515257212],[0.9449300699300699],[0.8753036437246964],0.3388312,[0.89361065389795],[0.9694833095296528],[0.9192546583850931],[0.9079754601226994],0.3610429
83,[0.9252660423813498],[0.9714562041494113],[0.961576354679803],[0.7902834008097166],0.4110032,[0.9048331587610354],[0.9732360708827343],[0.950354609929078],[0.8220858895705522],0.3818431
84,[0.9235415314563566],[0.9705235902317498],[0.9613095238095238],[0.7846153846153846],0.41154808,[0.9058805925482567],[0.973669313795227],[0.958041958041958],[0.8404907975460123],0.37856412
85,[0.9294732721410102],[0.9734555247199776],[0.9558011049723757],[0.8404858299595142],0.35929456,[0.9015412240011971],[0.9721746932607058],[0.9407894736842105],[0.8773006134969326],0.3619678
86,[0.930381885424071],[0.9739361291510329],[0.9664694280078896],[0.7935222672064778],0.40069598,[0.9066287595391291],[0.9743521022337427],[0.948905109489051],[0.7975460122699386],0.392138
87,[0.9326276642869651],[0.9748888628849021],[0.950530035335689],[0.8712550607287449],0.33534384,[0.9013915906030227],[0.9726996173216277],[0.9294871794871795],[0.8895705521472392],0.3533953
88,[0.9328666646063192],[0.9754507398503969],[0.9199359487590072],[0.9303643724696357],0.3248564,[0.8789465808768517],[0.9628583340528778],[0.9096385542168675],[0.9263803680981595],0.38477853
89,[0.9331757167434146],[0.9751318067339432],[0.9443493150684932],[0.8931174089068826],0.32563183,[0.8921143199162053],[0.9696200012247158],[0.9294871794871795],[0.8895705521472392],0.36595544
90,[0.9324236898764822],[0.9749023834352311],[0.9547511312217195],[0.854251012145749],0.34656858,[0.9033368247792908],[0.9733061377171253],[0.9285714285714286],[0.8773006134969326],0.36809286
91,[0.9312266279321323],[0.9742104428058435],[0.9435414884516681],[0.8931174089068826],0.3293475,[0.9040849917701631],[0.9735309681807768],[0.9192546583850931],[0.9079754601226994],0.3479139
92,[0.9318426718587426],[0.9743750092450146],[0.9442538593481989],[0.891497975708502],0.3277203,[0.9052820589555589],[0.973596023654902],[0.9197530864197531],[0.9141104294478528],0.35543242
93,[0.9303180146490712],[0.9743333525167408],[0.9724061810154525],[0.7133603238866397],0.4548404,[0.8958551548705671],[0.9705546128135918],[0.9504132231404959],[0.7055214723926381],0.44747362
94,[0.9312554727982612],[0.9741264867727422],[0.9576816927322908],[0.8429149797570851],0.35634893,[0.8855304503965284],[0.9679486303025542],[0.9310344827586207],[0.8282208588957055],0.3863577
95,[0.9362662381143699],[0.9766385882522466],[0.9597069597069597],[0.848582995951417],0.34590256,[0.8969025886577885],[0.9708574845103689],[0.9387755102040817],[0.8466257668711656],0.38168994
96,[0.9323350949305148],[0.9749430125359658],[0.9433962264150944],[0.8906882591093117],0.32711804,[0.907526559928176],[0.9749935883748846],[0.9202453987730062],[0.9202453987730062],0.35191882
97,[0.9357120046151786],[0.9767626106854066],[0.9248979591836735],[0.9174089068825911],0.31397653,[0.8889720185545413],[0.9683201543848555],[0.925],[0.9079754601226994],0.3819619
98,[0.9393959060893573],[0.9779278691897928],[0.9552238805970149],[0.8809716599190284],0.31704414,[0.9034864581774652],[0.9735620918270956],[0.9285714285714286],[0.8773006134969326],0.37045702
99,[0.9394041474796799],[0.9778620590299829],[0.9565987599645704],[0.8744939271255061],0.31689638,[0.9082747269190483],[0.9749957643571165],[0.9358974358974359],[0.8957055214723927],0.36295342
100,[0.9392372593256483],[0.9779701199554078],[0.9313164349959117],[0.9222672064777327],0.30612648,[0.9019901241957206],[0.9729505125865164],[0.9146341463414634],[0.9202453987730062],0.368192
101,[0.9392413800208097],[0.9778443430161148],[0.9439252336448598],[0.8995951417004049],0.30610123,[0.9031871913811162],[0.9731561835224736],[0.9192546583850931],[0.9079754601226994],0.35425076
102,[0.9315377404168084],[0.9743081084253529],[0.9660194174757282],[0.805668016194332],0.3874418,[0.9066287595391291],[0.9747900258131504],[0.9366197183098591],[0.8159509202453987],0.3629332
103,[0.9390374056103264],[0.9776596118550835],[0.9457167090754877],[0.902834008097166],0.3080996,[0.9015412240011971],[0.9725421621556777],[0.9192546583850931],[0.9079754601226994],0.35337734
104,[0.9407804596635454],[0.9785035762476054],[0.9607493309545049],[0.8720647773279352],0.31529602,[0.9091725273080952],[0.9751363584866903],[0.9419354838709677],[0.8957055214723927],0.36577392
105,[0.9383574909087163],[0.9772905430047585],[0.9548672566371681],[0.8736842105263158],0.31956264,[0.9121651952715847],[0.976315077126739],[0.9294871794871795],[0.8895705521472392],0.34104276
106,[0.9337340709377673],[0.9763832441217004],[0.8996913580246914],[0.9441295546558705],0.33329293,[0.8738590453389197],[0.9568265060180987],[0.9156626506024096],[0.9325153374233128],0.43166223
107,[0.9439616363280485],[0.9797622239707422],[0.96415770609319],[0.8712550607287449],0.31344286,[0.9058805925482568],[0.9742089608142308],[0.9470198675496688],[0.8773006134969326],0.36197814
108,[0.9384254823788774],[0.9777416555007032],[0.9300986842105263],[0.9157894736842105],0.30731446,[0.9010923238066737],[0.9721591289547188],[0.9151515151515152],[0.9263803680981595],0.37692013
109,[0.9440131450175644],[0.9799972886814925],[0.9782157676348547],[0.7635627530364373],0.39246774,[0.9031871913811162],[0.9735716264367908],[0.952],[0.7300613496932515],0.43383217
110,[0.9456573023869126],[0.980727098486511],[0.9708646616541353],[0.8364372469635628],0.3379114,[0.9070776597336525],[0.9748132595111094],[0.9496402877697842],[0.8098159509202454],0.37717888
111,[0.9444478783570789],[0.9802375655151117],[0.9478632478632478],[0.8979757085020242],0.29651448,[0.8985485560377076],[0.9719757558363877],[0.9342105263157895],[0.8711656441717791],0.3514936
112,[0.9436608255812755],[0.9802182340260488],[0.9497444633730835],[0.902834008097166],0.29463416,[0.9069280263354781],[0.9741392533138316],[0.9254658385093167],[0.9141104294478528],0.35138392
113,[0.9451751810530435],[0.9805862730188781],[0.9529109589041096],[0.9012145748987854],0.29113665,[0.9121651952715847],[0.9759342624315708],[0.9308176100628931],[0.9079754601226994],0.35132086
114,[0.9472767355852932],[0.9815811186242106],[0.9689557855126999],[0.8340080971659919],0.33369446,[0.907526559928176],[0.9744949000669015],[0.95],[0.8159509202453987],0.39177737
115,[0.9401170277425802],[0.9781195396493164],[0.9686907020872866],[0.8267206477732794],0.35355988,[0.9123148286697591],[0.9760371137923779],[0.950354609929078],[0.8220858895705522],0.3514969
116,[0.9476475981498078],[0.9816822704353598],[0.9589877835951134],[0.8898785425101214],0.29364252,[0.9088732605117462],[0.9750113723681553],[0.9354838709677419],[0.8895705521472392],0.3613709
117,[0.9422165219272491],[0.979170661482118],[0.968054211035818],[0.8097165991902834],0.35722744,[0.9142600628460272],[0.9769974420618902],[0.9295774647887324],[0.8098159509202454],0.37095723
118,[0.9491516518836728],[0.9821113000389678],[0.970615243342516],[0.8558704453441296],0.31346923,[0.9073769265300015],[0.9747917224186341],[0.9432624113475178],[0.8159509202453987],0.3741013
119,[0.9494050746360913],[0.9823544503420645],[0.9630281690140845],[0.8858299595141701],0.28663978,[0.9001945234176268],[0.9723474181029286],[0.9455782312925171],[0.852760736196319],0.38437644
120,[0.9487993324473838],[0.9823339288115898],[0.9435215946843853],[0.9198380566801619],0.278821,[0.89929672302858],[0.9701239855830095],[0.91875],[0.901840490797546],0.39288676
121,[0.941190468832092],[0.9791701024299166],[0.963669391462307],[0.8591093117408907],0.33328462,[0.8873260511746222],[0.9695195177767916],[0.9432624113475178],[0.8159509202453987],0.39779675
122,[0.9493618073368977],[0.9825134289274939],[0.9563729683490163],[0.9052631578947369],0.27888608,[0.9112673948825377],[0.9755620421473188],[0.9308176100628931],[0.9079754601226994],0.3616282
123,[0.9468667264167465],[0.9812633741068293],[0.9545844044558698],[0.9020242914979757],0.28766033,[0.9109681280861889],[0.9758763363575862],[0.9245283018867925],[0.901840490797546],0.3453964
124,[0.9450804050643344],[0.9807171566349744],[0.9547826086956521],[0.8890688259109312],0.2934748,[0.910070327697142],[0.974699370663057],[0.9294871794871795],[0.8895705521472392],0.35757875
125,[0.9486715908973844],[0.982020278116206],[0.9379652605459057],[0.9182186234817814],0.27943885,[0.9078258267245248],[0.9745969798402233],[0.9263803680981595],[0.9263803680981595],0.35145
126,[0.9390312245675846],[0.9789307342877427],[0.9023255813953488],[0.9425101214574899],0.3222379,[0.8764028131078857],[0.9622818802199322],[0.9202453987730062],[0.9202453987730062],0.43520746
127,[0.9449815083804637],[0.9806221498427599],[0.981797497155859],[0.6987854251012146],0.44594595,[0.9048331587610355],[0.9746460490338316],[0.9910714285714286],[0.6809815950920245],0.4616747
128,[0.9483584180651276],[0.9816932844502473],[0.920284135753749],[0.9441295546558705],0.2902587,[0.8992967230285799],[0.9706193881333564],[0.9096385542168675],[0.9263803680981595],0.38032863
129,[0.950517662329635],[0.9824678883296951],[0.966934763181412],[0.8761133603238866],0.2954576,[0.9181505311985636],[0.9782154447027166],[0.9452054794520548],[0.8466257668711656],0.35231757
130,[0.950375498346571],[0.9824501821665333],[0.9647577092511013],[0.8866396761133604],0.28849405,[0.9166541972168188],[0.9773053107071733],[0.9466666666666667],[0.8711656441717791],0.35024452
131,[0.9499325236167341],[0.9821857128110079],[0.9607329842931938],[0.891497975708502],0.28213322,[0.9082747269190483],[0.9747580004644407],[0.9415584415584416],[0.8895705521472392],0.35134616
132,[0.9483192714610955],[0.9817185298122766],[0.9633273703041145],[0.8720647773279352],0.2988838,[0.9139607960496783],[0.9767395875533833],[0.9342105263157895],[0.8711656441717791],0.3447655
133,[0.9525780099102719],[0.9835410741276215],[0.9740740740740741],[0.8518218623481781],0.29822853,[0.9052820589555589],[0.9736320709121933],[0.9428571428571428],[0.8098159509202454],0.39985514
134,[0.952322526810273],[0.9836510658686697],[0.9422442244224423],[0.9246963562753037],0.2682467,[0.8934610204997756],[0.9666007259793872],[0.9079754601226994],[0.9079754601226994],0.3953502
135,[0.948718978891739],[0.9822918058173031],[0.9128728414442701],[0.9417004048582996],0.30007556,[0.8903187191381116],[0.9634697627855552],[0.9107142857142857],[0.9386503067484663],0.42249587
136,[0.9542674949263941],[0.9842027239042395],[0.9756782039289055],[0.8445344129554656],0.30404893,[0.9171030974113422],[0.9777055337271733],[0.9436619718309859],[0.8220858895705522],0.37940565
137,[0.9522133283884993],[0.9832818436314471],[0.9397394136807817],[0.934412955465587],0.2715031,[0.8985485560377076],[0.9701480035452722],[0.9101796407185628],[0.9325153374233128],0.40041545
138,[0.950692791873989],[0.9827345657303083],[0.9496221662468514],[0.9157894736842105],0.27144128,[0.9096214275026185],[0.9749477033401515],[0.9263803680981595],[0.9263803680981595],0.37275186
139,[0.9537544683788156],[0.9839856076923366],[0.9674868189806678],[0.891497975708502],0.27435237,[0.9010923238066736],[0.9715744641741926],[0.9387755102040817],[0.8466257668711656],0.4048324
140,[0.9560496955836449],[0.9850679941099686],[0.9753424657534246],[0.8647773279352227],0.28324777,[0.9006434236121502],[0.9713262627628867],[0.9440559440559441],[0.8282208588957055],0.40872154
141,[0.9554315913094539],[0.9845808639485238],[0.9712488769092543],[0.8753036437246964],0.28214675,[0.904084991770163],[0.9727623772320799],[0.9444444444444444],[0.8343558282208589],0.38753763
142,[0.9560229110650966],[0.9847328070598951],[0.9674008810572687],[0.8890688259109312],0.27081564,[0.9072272931318272],[0.9746001092957117],[0.9387755102040817],[0.8466257668711656],0.3596623
143,[0.9552420393320353],[0.9843671673036446],[0.9554247266610597],[0.9198380566801619],0.2578309,[0.9028879245847673],[0.9720048648197147],[0.9367088607594937],[0.9079754601226994],0.3749462
144,[0.9561444715723542],[0.9848754609091392],[0.9527824620573356],[0.9149797570850202],0.25635344,[0.9063294927427802],[0.9732329138473774],[0.9245283018867925],[0.901840490797546],0.38906416
145,[0.9559899455038066],[0.984834536241751],[0.9772727272727273],[0.8356275303643724],0.30531603,[0.9159060302259464],[0.9772214650478743],[0.948905109489051],[0.7975460122699386],0.39372823
146,[0.9552070134231645],[0.9846900740072206],[0.9584040747028862],[0.91417004048583],0.2601424,[0.8912165195271584],[0.9656563012060647],[0.934640522875817],[0.8773006134969326],0.4231818
147,[0.9571828867529952],[0.9851164036109985],[0.967600700525394],[0.8947368421052632],0.26145285,[0.8952566212778693],[0.9688897656396613],[0.9444444444444444],[0.8343558282208589],0.39803585
148,[0.9575001802804133],[0.9854516944987546],[0.9622964867180805],[0.9093117408906882],0.25574347,[0.9057309591500824],[0.9720301523446889],[0.9363057324840764],[0.901840490797546],0.39290336
