,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,129,0.950517662329635,0.9824678883296951,0.966934763181412,0.8761133603238866,0.2954576,0.9181505311985636,0.9782154447027166,0.9452054794520548,0.8466257668711656,0.35231757,0.8794826572604351,0.9510287130851397,0.9459459459459459,0.8641975308641975,0.4617696
