,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
18,[0.8693111227864142],[0.9393477249532741],[0.8852333588370314],[0.9368421052631579],0.4335327,[0.8494688014364805],[0.9484298425417554],[0.8876404494382022],[0.9693251533742331],0.40197358
19,[0.8724201872855952],[0.9401272670707937],[0.9327485380116959],[0.7748987854251013],0.50380474,[0.8582971719287745],[0.9526298282050563],[0.9121621621621622],[0.8282208588957055],0.43884125
20,[0.875687898548485],[0.9419349127320855],[0.895617529880478],[0.9101214574898785],0.43368685,[0.8581475385306],[0.9521898032555949],[0.9022988505747126],[0.9631901840490797],0.4010729
21,[0.8779913671436372],[0.9438367811348825],[0.9210992907801419],[0.8412955465587044],0.46270564,[0.8662277420320216],[0.9549966893391453],[0.90625],[0.8895705521472392],0.40593934
22,[0.87926260160089],[0.9445503034527627],[0.9210292812777284],[0.8404858299595142],0.46092173,[0.8675744426155919],[0.9558262312688193],[0.9056603773584906],[0.8834355828220859],0.4051306
23,[0.8784631867396029],[0.9438412995316329],[0.8810975609756098],[0.9360323886639677],0.42160016,[0.8608409396977404],[0.9532037337134052],[0.8977272727272727],[0.9693251533742331],0.39447692
24,[0.8781932812065396],[0.9448130305559089],[0.9333333333333333],[0.7595141700404858],0.50805044,[0.869818943588209],[0.9554327330509312],[0.9290780141843972],[0.803680981595092],0.42967534
25,[0.8799548783879841],[0.944695676685201],[0.9117395029991431],[0.8615384615384616],0.45079836,[0.8696693101900345],[0.9559783967512949],[0.9096385542168675],[0.9263803680981595],0.40446797
26,[0.8817411997403962],[0.9453907332602856],[0.9122657580919932],[0.8672064777327935],0.44035104,[0.8716145443663026],[0.9565805742773545],[0.9101796407185628],[0.9325153374233128],0.39190283
27,[0.8838612974008716],[0.94692073517057],[0.9296663660955816],[0.8348178137651822],0.45498118,[0.8737094119407451],[0.9559997577455781],[0.9245283018867925],[0.901840490797546],0.39090195
28,[0.885208764718608],[0.9475167530718219],[0.8989657915672236],[0.9149797570850202],0.41760087,[0.8740086787370942],[0.9566159374578596],[0.9011627906976745],[0.950920245398773],0.38521698
29,[0.8837644610645816],[0.9477749077474749],[0.9483146067415731],[0.6834008097165992],0.54671186,[0.8764028131078857],[0.95835114048425],[0.9318181818181818],[0.754601226993865],0.45109263
30,[0.8875039919234375],[0.9492646027527283],[0.9053833605220228],[0.8987854251012146],0.41736755,[0.8744575789316175],[0.9562594082554022],[0.9047619047619048],[0.9325153374233128],0.3735385
31,[0.8896838396637512],[0.9504047741541495],[0.9112970711297071],[0.8817813765182186],0.42496353,[0.8770013467005835],[0.9570286978995224],[0.9156626506024096],[0.9325153374233128],0.3810257
32,[0.8892491063242369],[0.9507438810825605],[0.936986301369863],[0.8307692307692308],0.44994894,[0.8770013467005835],[0.9571883940582505],[0.9266666666666666],[0.852760736196319],0.3807405
33,[0.8889359334919801],[0.9501631646066725],[0.9376744186046512],[0.8161943319838056],0.46062478,[0.8784976806823283],[0.958503301014801],[0.9324324324324325],[0.8466257668711656],0.39409912
34,[0.8913279970330994],[0.9512299630627699],[0.9219554030874786],[0.8704453441295547],0.42879367,[0.8786473140805028],[0.9582343809518119],[0.9202453987730062],[0.9202453987730062],0.3746918
35,[0.8902895818524587],[0.9506795782129598],[0.9401709401709402],[0.8016194331983806],0.46774298,[0.8810414484512943],[0.9604755901694304],[0.9310344827586207],[0.8282208588957055],0.39590204
36,[0.8905224011290704],[0.951035257861697],[0.9063517915309446],[0.9012145748987854],0.40877548,[0.8771509800987581],[0.9583054889591034],[0.9047619047619048],[0.9325153374233128],0.36444178
37,[0.8912249796540677],[0.9515423893000392],[0.9462151394422311],[0.7692307692307693],0.48028094,[0.8804429148585964],[0.958715279179441],[0.9305555555555556],[0.8220858895705522],0.40166035
38,[0.8916658940363238],[0.9514763989856343],[0.9168067226890756],[0.8834008097165992],0.4220974,[0.8814903486458177],[0.9603725693576466],[0.9156626506024096],[0.9325153374233128],0.37359425
39,[0.889537554985526],[0.9505125534522029],[0.8814199395770392],[0.9449392712550607],0.40741405,[0.874607212329792],[0.9576732875307195],[0.8926553672316384],[0.9693251533742331],0.37663805
40,[0.8915381524863244],[0.9513143677084622],[0.9117402164862615],[0.8866396761133604],0.41619918,[0.8792458476732007],[0.9588749232263216],[0.9156626506024096],[0.9325153374233128],0.36866355
41,[0.8923602311709986],[0.9518450948708421],[0.9273840769903762],[0.8582995951417004],0.42404464,[0.8801436480622475],[0.9594609816327001],[0.925],[0.9079754601226994],0.36550078
42,[0.8942475095548619],[0.9527521915819681],[0.9134377576257213],[0.897165991902834],0.40523493,[0.880293281460422],[0.9598218024082321],[0.9212121212121213],[0.9325153374233128],0.36392868
43,[0.8956011579153402],[0.953827515907731],[0.929701230228471],[0.8566801619433199],0.4205749,[0.8808918150531199],[0.9589573725107409],[0.9290322580645162],[0.8834355828220859],0.36358476
44,[0.8961862966282412],[0.9540820087407115],[0.9072416598860863],[0.902834008097166],0.39762056,[0.877749513691456],[0.9583232716643296],[0.9041916167664671],[0.9263803680981595],0.36070347
45,[0.8947049067177634],[0.9535334819578314],[0.9527472527472527],[0.7020242914979757],0.51352936,[0.8804429148585965],[0.9597786850513064],[0.9461538461538461],[0.754601226993865],0.4324359
46,[0.8965077108508207],[0.9541759278400695],[0.925513698630137],[0.8753036437246964],0.41023773,[0.8801436480622475],[0.9594936413021927],[0.9202453987730062],[0.9202453987730062],0.35655057
47,[0.8978407557354927],[0.9549072155062169],[0.9398563734290843],[0.8477732793522267],0.42407227,[0.879994014664073],[0.9588734762691774],[0.934640522875817],[0.8773006134969326],0.36560073
48,[0.8984856445282318],[0.9552264374838602],[0.9172185430463576],[0.897165991902834],0.39729646,[0.8789465808768517],[0.9587308267807321],[0.9151515151515152],[0.9263803680981595],0.3545562
49,[0.8980746051858949],[0.9549740093163366],[0.9054927302100162],[0.9076923076923077],0.39401346,[0.8793954810713751],[0.9586744973616849],[0.9101796407185628],[0.9325153374233128],0.3531811
50,[0.8982487045564587],[0.9549044534603534],[0.9485224022878932],[0.805668016194332],0.4473045,[0.8831363160257368],[0.959657185367792],[0.9448275862068966],[0.8404907975460123],0.37942958
51,[0.9002987503991924],[0.9562722783404459],[0.9207011686143572],[0.8931174089068826],0.3945888,[0.8805925482567709],[0.9592742017626076],[0.9146341463414634],[0.9202453987730062],0.3509045
52,[0.8975275829032359],[0.955593418205194],[0.8894858019953953],[0.9384615384615385],0.3917523,[0.8722130779590004],[0.9570124879105342],[0.9011627906976745],[0.950920245398773],0.36939013
53,[0.9010693203943505],[0.9566161435558691],[0.927536231884058],[0.8809716599190284],0.39816284,[0.8808918150531198],[0.9602700648743068],[0.9192546583850931],[0.9079754601226994],0.3562342
54,[0.9017760196145088],[0.9570051511103986],[0.9310938845822567],[0.8753036437246964],0.40212774,[0.8819392488403413],[0.9603895051467995],[0.9182389937106918],[0.8957055214723927],0.35599372
55,[0.9017471747483801],[0.9568514265950943],[0.9382826475849732],[0.8493927125506073],0.41038707,[0.8823881490348646],[0.9607201395893874],[0.9403973509933775],[0.8711656441717791],0.35655054
56,[0.9017533557911219],[0.9574737675469887],[0.9093117408906882],[0.9093117408906882],0.38345572,[0.8811910818494687],[0.9610753968377653],[0.9096385542168675],[0.9263803680981595],0.35723063
57,[0.9019449681161212],[0.9570010134013529],[0.9340369393139841],[0.8599190283400809],0.4050767,[0.8823881490348645],[0.9601636834788363],[0.9477124183006536],[0.8895705521472392],0.35296786
58,[0.9030884610233747],[0.9574735655827838],[0.9367866549604916],[0.8639676113360324],0.4002353,[0.8865778841837498],[0.9637633983641812],[0.9235668789808917],[0.8895705521472392],0.35613084
59,[0.9040135570870805],[0.9578739009062873],[0.9390681003584229],[0.848582995951417],0.40949732,[0.8849319168038307],[0.9620065381083033],[0.9407894736842105],[0.8773006134969326],0.3623116
60,[0.8997713014185492],[0.9562471769396704],[0.9604651162790697],[0.668825910931174],0.5394856,[0.8792458476732007],[0.9605847053506178],[0.943089430894309],[0.7116564417177914],0.4497119
61,[0.9050643343532054],[0.9587823174794279],[0.920164609053498],[0.9052631578947369],0.38194922,[0.8832859494239114],[0.963000448458889],[0.9156626506024096],[0.9325153374233128],0.35235748
62,[0.9048603599427224],[0.9585234078273712],[0.9424657534246575],[0.8356275303643724],0.41289753,[0.8856800837947029],[0.9623756342662362],[0.9466666666666667],[0.8711656441717791],0.359382
63,[0.9055814815959453],[0.9592104019968402],[0.9430379746835443],[0.8445344129554656],0.40746358,[0.8846326500074816],[0.9611376498080061],[0.9466666666666667],[0.8711656441717791],0.35742354
64,[0.9070587508112617],[0.9598818202377177],[0.9067729083665339],[0.9214574898785425],0.37782216,[0.885380816998354],[0.9641305406626297],[0.9107142857142857],[0.9386503067484663],0.35254094
65,[0.9053795675330429],[0.959314623493946],[0.9133986928104575],[0.9052631578947369],0.37594074,[0.8811910818494688],[0.9620435402190713],[0.9146341463414634],[0.9202453987730062],0.35189804
66,[0.9072215182701321],[0.9596986846808628],[0.9410187667560321],[0.8526315789473684],0.40090942,[0.8846326500074818],[0.9628265756648473],[0.9463087248322147],[0.8650306748466258],0.36401638
67,[0.9074811220652923],[0.9596402779829281],[0.9452054794520548],[0.8380566801619433],0.40845227,[0.8861289839892263],[0.9636207874820075],[0.9459459459459459],[0.8588957055214724],0.3655745
68,[0.9039373242265971],[0.9594031215808744],[0.888212927756654],[0.945748987854251],0.3833904,[0.8780487804878048],[0.9621147756761093],[0.8959537572254336],[0.950920245398773],0.37564763
69,[0.9038343068475654],[0.9580150687831078],[0.9492031872509961],[0.7716599190283401],0.45016843,[0.8832859494239114],[0.9618121049135951],[0.95],[0.8159509202453987],0.38456824
70,[0.9075017255410986],[0.9594356628920646],[0.9468864468864469],[0.8372469635627531],0.41019526,[0.8898698189435882],[0.9651388029737888],[0.9463087248322147],[0.8650306748466258],0.3608202
71,[0.9091541243007696],[0.9607906930408157],[0.9387040280210157],[0.8680161943319838],0.38977668,[0.8874756845727967],[0.9647903112074492],[0.9407894736842105],[0.8773006134969326],0.35494483
72,[0.9093787021870591],[0.961149480465999],[0.9356775300171527],[0.8834008097165992],0.3774364,[0.8870267843782732],[0.9650966895801028],[0.9294871794871795],[0.8895705521472392],0.35022533
73,[0.9103099792935069],[0.9615322742457846],[0.9243557772236076],[0.9004048582995952],0.36814985,[0.8832859494239115],[0.9625679065697675],[0.9240506329113924],[0.8957055214723927],0.34516886
74,[0.9097124784951222],[0.9607029291228135],[0.9541547277936963],[0.8089068825910931],0.42185208,[0.8934610204997756],[0.9677245553732592],[0.9448275862068966],[0.8404907975460123],0.37630472
75,[0.9104954105757641],[0.9613506473125918],[0.9077901430842608],[0.9246963562753037],0.36755386,[0.8883734849618435],[0.9656361429835052],[0.9041916167664671],[0.9263803680981595],0.3474959
76,[0.9099514788144759],[0.960983253404374],[0.953921568627451],[0.7878542510121458],0.43140742,[0.8909172527308096],[0.9659943609780174],[0.9436619718309859],[0.8220858895705522],0.37830615
77,[0.9122013783725316],[0.9623222454180873],[0.9291736930860034],[0.8923076923076924],0.37198183,[0.8922639533143797],[0.9667787836502028],[0.9254658385093167],[0.9141104294478528],0.34939396
78,[0.9074934841507762],[0.959679309112115],[0.9621212121212122],[0.719838056680162],0.48697168,[0.8855304503965286],[0.963652625870737],[0.9545454545454546],[0.7730061349693251],0.41330528
79,[0.9122054990676928],[0.9624107234743662],[0.927013422818792],[0.8947368421052632],0.36782163,[0.8921143199162053],[0.967113538667842],[0.9146341463414634],[0.9202453987730062],0.35308287
80,[0.9125227925951108],[0.9621249396427975],[0.9434977578475336],[0.8518218623481781],0.39179704,[0.8886727517581925],[0.9648571754049122],[0.9463087248322147],[0.8650306748466258],0.35616815
81,[0.9141071998846206],[0.9633573829160104],[0.934763948497854],[0.8817813765182186],0.37201032,[0.8889720185545413],[0.9651607606069585],[0.9415584415584416],[0.8895705521472392],0.35434926
82,[0.9140083032007499],[0.9632662198376674],[0.9369602763385146],[0.8785425101214575],0.36780858,[0.8883734849618434],[0.9654357873025208],[0.9230769230769231],[0.8834355828220859],0.35584322
83,[0.9138496564370409],[0.9626397520231866],[0.9509713228492137],[0.8323886639676114],0.3992166,[0.8868771509800988],[0.9642950473038616],[0.9459459459459459],[0.8588957055214724],0.36631966
84,[0.9146923385975215],[0.9631075592174339],[0.9572564612326043],[0.7797570850202429],0.43025103,[0.8928624869070777],[0.9669697136077681],[0.9436619718309859],[0.8220858895705522],0.39269248
85,[0.9149601837830043],[0.9632241582248049],[0.9505597014925373],[0.8251012145748988],0.39760327,[0.8868771509800988],[0.9640332280540364],[0.9459459459459459],[0.8588957055214724],0.36571035
86,[0.916787712087029],[0.9642460956830472],[0.9351535836177475],[0.8874493927125506],0.36293882,[0.8913661529253329],[0.9665107174395268],[0.9358974358974359],[0.8957055214723927],0.34762195
87,[0.9167506258305778],[0.963941563105889],[0.9504587155963303],[0.8388663967611336],0.39261225,[0.8915157863235074],[0.9668700653977353],[0.9459459459459459],[0.8588957055214724],0.3666544
88,[0.9168763070329966],[0.9651373456068524],[0.9244663382594417],[0.9117408906882591],0.3553338,[0.8897201855454138],[0.9667150895372051],[0.9202453987730062],[0.9202453987730062],0.36045456
89,[0.9149395803071978],[0.9631844464707133],[0.9469350411710887],[0.8380566801619433],0.39605194,[0.885680083794703],[0.9636829327146492],[0.9523809523809523],[0.8588957055214724],0.3659103
90,[0.917214204036221],[0.9643621563488518],[0.9445422535211268],[0.8688259109311741],0.3736395,[0.8991470896304056],[0.9702910929983402],[0.9411764705882353],[0.8834355828220859],0.36099234
91,[0.9190087667789556],[0.9652834439934378],[0.9252259654889071],[0.9117408906882591],0.35154605,[0.8913661529253328],[0.9666009142217712],[0.9192546583850931],[0.9079754601226994],0.3509977
92,[0.918337093467668],[0.9645043912790239],[0.9498175182481752],[0.8429149797570851],0.38602754,[0.8897201855454138],[0.9653304611055831],[0.9466666666666667],[0.8711656441717791],0.36593184
93,[0.9136127164652678],[0.9625216500953229],[0.9641657334826428],[0.697165991902834],0.4936006,[0.8894209187490648],[0.9652528072635059],[0.9516129032258065],[0.7239263803680982],0.44752154
94,[0.9167691689588033],[0.9629174555431752],[0.9542857142857143],[0.8113360323886639],0.40865752,[0.8916654197216819],[0.966164867010672],[0.951048951048951],[0.8343558282208589],0.37510967
95,[0.9201481389910477],[0.9654399730688199],[0.9483985765124555],[0.8631578947368421],0.36820778,[0.8930121203052522],[0.967264391717384],[0.9473684210526315],[0.8834355828220859],0.35655132
96,[0.9214811838757199],[0.966359512850052],[0.9395509499136442],[0.8809716599190284],0.3567837,[0.8928624869070776],[0.9673752602858781],[0.9415584415584416],[0.8895705521472392],0.35279098
97,[0.9209990625418509],[0.966566356911637],[0.9282735613010842],[0.9012145748987854],0.34632468,[0.8983989226395331],[0.969632848811763],[0.9308176100628931],[0.9079754601226994],0.35321543
98,[0.9192683705741158],[0.9650190924335178],[0.9628514056224899],[0.7765182186234818],0.4279034,[0.8933113871016011],[0.9670032973859116],[0.9555555555555556],[0.7914110429447853],0.39907786
99,[0.9210217263652377],[0.9671163603397898],[0.9192245557350566],[0.9214574898785425],0.34565088,[0.8934610204997755],[0.9683905792234607],[0.9146341463414634],[0.9202453987730062],0.36731553
100,[0.9236342470974853],[0.9666167622338557],[0.9363327674023769],[0.8931174089068826],0.34672892,[0.8942091874906479],[0.9675634604132686],[0.948051948051948],[0.8957055214723927],0.34945264
101,[0.9243883343119985],[0.9678080764285383],[0.9382504288164666],[0.8858299595141701],0.34710035,[0.8952566212778692],[0.9679463420769049],[0.9354838709677419],[0.8895705521472392],0.36276114
102,[0.9227977459797468],[0.9655043540634937],[0.9534883720930233],[0.8299595141700404],0.38617852,[0.9001945234176267],[0.9696587356713993],[0.9455782312925171],[0.852760736196319],0.3691732
103,[0.9242976790184504],[0.9670757501269758],[0.9391080617495712],[0.8866396761133604],0.3489247,[0.8921143199162053],[0.9664489339639801],[0.9477124183006536],[0.8895705521472392],0.35319486
104,[0.9246706019305457],[0.9679565536793191],[0.9379310344827586],[0.8809716599190284],0.3442212,[0.8955558880742182],[0.968124708883493],[0.9354838709677419],[0.8895705521472392],0.3669912
105,[0.9246479381071586],[0.9673624442997877],[0.9608030592734226],[0.8137651821862348],0.39598098,[0.8966033218614395],[0.9678301401815157],[0.9583333333333334],[0.8466257668711656],0.38930774
106,[0.9249569902442543],[0.9686218759176013],[0.9215844785772029],[0.9230769230769231],0.33657482,[0.8988478228340565],[0.9708715132037558],[0.9079754601226994],[0.9079754601226994],0.36284646
107,[0.9264157163313451],[0.9683024175536264],[0.953551912568306],[0.8477732793522267],0.3629036,[0.8958551548705671],[0.9681257542111723],[0.9527027027027027],[0.8650306748466258],0.38417712
108,[0.9239803854910323],[0.9685405255127846],[0.9],[0.9473684210526315],0.35059974,[0.8963040550650905],[0.9700573696202252],[0.9047619047619048],[0.9325153374233128],0.38082576
109,[0.9243471273603858],[0.9667709780680122],[0.9696969696969697],[0.725506072874494],0.46187645,[0.8997456232231035],[0.9698235520844809],[0.9523809523809523],[0.7361963190184049],0.44251558
110,[0.9288469264764967],[0.9700677022216961],[0.9359730412805392],[0.8995951417004049],0.33305803,[0.9001945234176268],[0.9706964487761431],[0.9294871794871795],[0.8895705521472392],0.36180642
111,[0.9281258048232738],[0.9687215196571413],[0.9562383612662942],[0.8315789473684211],0.371443,[0.9006434236121503],[0.9699182984964285],[0.9586206896551724],[0.852760736196319],0.37547514
112,[0.9288531075192384],[0.9703620729711788],[0.9327242524916943],[0.9093117408906882],0.3279537,[0.8997456232231034],[0.9702546433159394],[0.9299363057324841],[0.8957055214723927],0.3622662
113,[0.9302314800506846],[0.9700452570936762],[0.956959706959707],[0.8461538461538461],0.35805613,[0.9022893909920694],[0.9701034325134308],[0.96],[0.8834355828220859],0.37788558
114,[0.9297266948934285],[0.969710946024441],[0.9632495164410058],[0.8064777327935223],0.38569528,[0.8986981894358821],[0.9689337929822058],[0.9571428571428572],[0.8220858895705522],0.4128896
115,[0.9295659877821388],[0.9683729810635053],[0.9469103568320278],[0.8809716599190284],0.34012145,[0.9036360915756396],[0.9705585011009998],[0.9415584415584416],[0.8895705521472392],0.35257968
116,[0.931222507236971],[0.9706806188982989],[0.9602587800369686],[0.8412955465587044],0.35766584,[0.9028879245847673],[0.9710423746521232],[0.9459459459459459],[0.8588957055214724],0.38390446
117,[0.9311009467297132],[0.9699769189405595],[0.959890610756609],[0.8526315789473684],0.35723105,[0.8994463564267545],[0.9698588345043915],[0.96],[0.8834355828220859],0.37792286
118,[0.9326050004635783],[0.9710677241977426],[0.9651600753295668],[0.8299595141700404],0.36746898,[0.9003441568158014],[0.969752632683017],[0.958904109589041],[0.8588957055214724],0.39869332
119,[0.9330397338030925],[0.971141804127746],[0.9515418502202643],[0.8744939271255061],0.33103526,[0.8970522220559629],[0.9684546680432375],[0.9536423841059603],[0.8834355828220859],0.3701304
120,[0.93219087059987],[0.9719131252078461],[0.9287469287469288],[0.9182186234817814],0.31735748,[0.9009426904084992],[0.9710119909123806],[0.9125],[0.8957055214723927],0.37597445
121,[0.9310041103934235],[0.9701837129748523],[0.9618959107806692],[0.8380566801619433],0.36460733,[0.8998952566212779],[0.9702792819545487],[0.9586206896551724],[0.852760736196319],0.37228766
122,[0.9331097856208341],[0.9723939751576027],[0.9353769676884839],[0.91417004048583],0.3177769,[0.9045338919646866],[0.9726288434559993],[0.9182389937106918],[0.8957055214723927],0.368279
123,[0.9350712365176005],[0.972949084351572],[0.9441624365482234],[0.9036437246963562],0.31076625,[0.8997456232231034],[0.970111114744252],[0.9294871794871795],[0.8895705521472392],0.3744177
124,[0.934571602229296],[0.9726102317952442],[0.9518388791593695],[0.8801619433198381],0.3236394,[0.9040849917701631],[0.9724773840675276],[0.935064935064935],[0.8834355828220859],0.37763667
125,[0.9366371006788845],[0.9738031873665536],[0.9347107438016529],[0.9157894736842105],0.30677152,[0.9030375579829418],[0.9713112190538354],[0.9125],[0.8957055214723927],0.36914253
126,[0.9357511512192107],[0.9738855581384532],[0.9421140939597316],[0.9093117408906882],0.3066987,[0.8976507556486607],[0.9689423360353979],[0.9235668789808917],[0.8895705521472392],0.3862766
127,[0.9336372346014772],[0.9716525144849661],[0.9757639620653319],[0.7497975708502024],0.4307034,[0.8915157863235074],[0.9674469286625583],[0.952755905511811],[0.7423312883435583],0.4550264
128,[0.9363033243708214],[0.9730784522871998],[0.9069045771916214],[0.9465587044534413],0.3238185,[0.9024390243902439],[0.9714179360450519],[0.9085365853658537],[0.9141104294478528],0.38130948
129,[0.9365258419095301],[0.9727722765052402],[0.9655172413793104],[0.8388663967611336],0.35012725,[0.901840490797546],[0.9714978013998754],[0.9527027027027027],[0.8650306748466258],0.37982178
130,[0.9379536627829114],[0.9729030505358345],[0.9544658493870403],[0.8825910931174089],0.3198154,[0.9076761933263504],[0.9729924856015658],[0.9411764705882353],[0.8834355828220859],0.37329945
131,[0.9386521206127474],[0.9738925555903719],[0.9631294964028777],[0.8672064777327935],0.32367226,[0.8995959898249289],[0.971187368084878],[0.9533333333333334],[0.8773006134969326],0.37457314
132,[0.9391713282030679],[0.9744809752400194],[0.9594713656387666],[0.8817813765182186],0.31417835,[0.9013915906030225],[0.9715686842680533],[0.9473684210526315],[0.8834355828220859],0.36832973
133,[0.9396472684941949],[0.9747270294486023],[0.9448685326547922],[0.9020242914979757],0.29771358,[0.8998952566212779],[0.9705643531773194],[0.9415584415584416],[0.8895705521472392],0.37707472
134,[0.9405393989966108],[0.9756931492875296],[0.9652014652014652],[0.8534412955465587],0.32426825,[0.8998952566212779],[0.9708789397940489],[0.9530201342281879],[0.8711656441717791],0.39629492
135,[0.9382194476208137],[0.9752559498821047],[0.919047619047619],[0.9376518218623482],0.31238398,[0.8963040550650905],[0.9659002323285698],[0.9079754601226994],[0.9079754601226994],0.39295003
136,[0.9380978871135561],[0.9755776026983614],[0.9642201834862385],[0.8510121457489879],0.32586816,[0.8913661529253329],[0.9676695065510417],[0.951048951048951],[0.8343558282208589],0.4246385
137,[0.9383945771651676],[0.9748931251504946],[0.9198412698412698],[0.9384615384615385],0.31394717,[0.8994463564267545],[0.9695349520697976],[0.9085365853658537],[0.9141104294478528],0.39580703
138,[0.9409761926837057],[0.9757277582829325],[0.9623318385650225],[0.8688259109311741],0.30966535,[0.8927128535089033],[0.9682507679874597],[0.9527027027027027],[0.8650306748466258],0.39358652
139,[0.9428943762812786],[0.9756196613494447],[0.9529109589041096],[0.9012145748987854],0.293049,[0.9066287595391291],[0.9727692831187964],[0.9294871794871795],[0.8895705521472392],0.36181483
140,[0.9436319807151465],[0.9773120704807887],[0.9686924493554327],[0.8518218623481781],0.3202493,[0.8957055214723926],[0.9691031256755223],[0.9517241379310345],[0.8466257668711656],0.40355226
141,[0.9435990151538565],[0.9764292427563958],[0.9588801399825022],[0.8874493927125506],0.30126038,[0.9028879245847673],[0.9724222475597574],[0.9470198675496688],[0.8773006134969326],0.36986792
142,[0.9443881282772404],[0.9778719039988606],[0.9728209934395501],[0.8404858299595142],0.33190176,[0.8985485560377077],[0.9708752449865798],[0.951048951048951],[0.8343558282208589],0.40885505
143,[0.9449444221240122],[0.977280248865546],[0.9544282029234737],[0.8987854251012146],0.28735128,[0.9006434236121502],[0.9711693433931881],[0.9411764705882353],[0.8834355828220859],0.36753646
144,[0.9451092499304633],[0.9773035602253053],[0.9505962521294719],[0.9036437246963562],0.2895938,[0.9063294927427802],[0.9731564314990747],[0.9354838709677419],[0.8895705521472392],0.36759636
145,[0.9437535412224042],[0.9781571136659524],[0.9689213893967094],[0.8582995951417004],0.30745173,[0.8931617537034267],[0.9690637614453639],[0.952054794520548],[0.852760736196319],0.40011895
146,[0.9471737182062614],[0.9791777272082491],[0.9551337359792925],[0.8963562753036437],0.28342402,[0.8983989226395332],[0.9682501635469082],[0.935064935064935],[0.8834355828220859],0.38954034
147,[0.9464155102965871],[0.9784625389495152],[0.9576490924805532],[0.897165991902834],0.2876368,[0.9006434236121502],[0.9717940356013296],[0.9415584415584416],[0.8895705521472392],0.36848798
148,[0.947392115049809],[0.9786155034497149],[0.9588801399825022],[0.8874493927125506],0.28497615,[0.9036360915756397],[0.9719929393597105],[0.9470198675496688],[0.8773006134969326],0.38448212
