,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,130,0.9379536627829114,0.9729030505358345,0.9544658493870403,0.8825910931174089,0.3198154,0.9076761933263504,0.9729924856015658,0.9411764705882353,0.8834355828220859,0.37329945,0.8803644914756026,0.9539922915107923,0.9444444444444444,0.8395061728395061,0.4214133
