,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
25,[0.8752696479896158],[0.9415801083235502],[0.9233543733092876],[0.8291497975708502],0.46874738,[0.860691306299566],[0.9507903245388984],[0.9074074074074074],[0.901840490797546],0.4086009
26,[0.8770456676041248],[0.9417678922606946],[0.9113924050632911],[0.8744939271255061],0.43966952,[0.8642825078557533],[0.9524552934315121],[0.9101796407185628],[0.9325153374233128],0.39338636
27,[0.8792399377775031],[0.9439196863334888],[0.9222614840989399],[0.8453441295546559],0.46048003,[0.866377375430196],[0.9526778882763232],[0.9146341463414634],[0.9202453987730062],0.39692107
28,[0.8806327327420136],[0.9442483683331915],[0.9101497504159733],[0.8858299595141701],0.43315595,[0.8671255424210683],[0.953200108430607],[0.9107142857142857],[0.9386503067484663],0.39297652
29,[0.8792667222960513],[0.9446591216868011],[0.9418367346938775],[0.7473684210526316],0.51932037,[0.868921143199162],[0.9552895103841846],[0.9264705882352942],[0.7730061349693251],0.4323224
30,[0.8821800537750718],[0.946280419772879],[0.9061990212071778],[0.8995951417004049],0.42467427,[0.8690707765973366],[0.9517926181178464],[0.9058823529411765],[0.9447852760736196],0.37977436
31,[0.8840096424266775],[0.9475646943138161],[0.9157446808510639],[0.8712550607287449],0.43673244,[0.8723627113571749],[0.9538488062298851],[0.9107142857142857],[0.9386503067484663],0.38989666
32,[0.8835306116141792],[0.9478771801114156],[0.939565627950897],[0.805668016194332],0.4717557,[0.8711656441717791],[0.9533265469514307],[0.9210526315789473],[0.8588957055214724],0.39662775
33,[0.8845267896694173],[0.9479541269681033],[0.9152397260273972],[0.8655870445344129],0.43859395,[0.8732605117462219],[0.9537862787353154],[0.9161676646706587],[0.9386503067484663],0.38631317
34,[0.8857732999557025],[0.9486494841397691],[0.9324932493249325],[0.8388663967611336],0.45059234,[0.8740086787370942],[0.9551793100343765],[0.9240506329113924],[0.8957055214723927],0.38731822
35,[0.8851757991573179],[0.9481274211327975],[0.9293381037567084],[0.8412955465587044],0.44570783,[0.8744575789316175],[0.9559406446347714],[0.9192546583850931],[0.9079754601226994],0.3836589
36,[0.8868446806976338],[0.9489576647942146],[0.9132610508757297],[0.8866396761133604],0.419659,[0.8722130779590004],[0.9545396572867568],[0.9107142857142857],[0.9386503067484663],0.3748937
37,[0.8877100266815013],[0.9506475440850435],[0.9376163873370578],[0.8153846153846154],0.46417454,[0.8747568457279665],[0.9546284187029874],[0.9342105263157895],[0.8711656441717791],0.3930258
38,[0.8875987679121468],[0.9498362675093632],[0.9190800681431005],[0.8736842105263158],0.4286278,[0.8770013467005836],[0.9568071828489868],[0.9156626506024096],[0.9325153374233128],0.37872222
39,[0.8872052415242452],[0.9500846813390968],[0.8771535580524344],[0.9481781376518219],0.4126363,[0.8702678437827324],[0.9521627364076849],[0.8876404494382022],[0.9693251533742331],0.38468167
40,[0.8881900876677895],[0.9508375891435794],[0.9085667215815486],[0.8931174089068826],0.42012993,[0.8714649109681282],[0.9510928985962039],[0.9112426035502958],[0.9447852760736196],0.37514734
41,[0.8889318127968188],[0.9506146784307914],[0.9195205479452054],[0.8696356275303644],0.4244334,[0.8725123447553493],[0.9533378254172955],[0.9156626506024096],[0.9325153374233128],0.36828017
42,[0.8918183597572912],[0.9524607315149065],[0.9084219133278822],[0.8995951417004049],0.40824857,[0.8744575789316177],[0.954488027226964],[0.9216867469879518],[0.9386503067484663],0.37176025
43,[0.8926115935758364],[0.9533369508397547],[0.9289473684210526],[0.8574898785425101],0.4246352,[0.8755050127188388],[0.9542811622691275],[0.9254658385093167],[0.9141104294478528],0.36979675
44,[0.8949954157266332],[0.9547623422447589],[0.9087947882736156],[0.9036437246963562],0.40362245,[0.8734101451443962],[0.953284536900874],[0.9212121212121213],[0.9325153374233128],0.3704786
45,[0.8926754643508359],[0.9540600681997775],[0.9486910994764398],[0.7336032388663968],0.5047293,[0.8750561125243154],[0.9547138442911528],[0.9347826086956522],[0.7914110429447853],0.42063752
46,[0.8954013042000186],[0.9548310064317577],[0.9166666666666666],[0.8906882591093117],0.40490746,[0.877150980098758],[0.9544559379417147],[0.9216867469879518],[0.9386503067484663],0.36242762
47,[0.8972020479854953],[0.9564684950274184],[0.9403669724770642],[0.8299595141700404],0.43954015,[0.877450246895107],[0.9552395577722874],[0.935064935064935],[0.8834355828220859],0.38065457
48,[0.897146418600818],[0.9560984356333062],[0.903968253968254],[0.9222672064777327],0.39192435,[0.8759539129133622],[0.9538551317633297],[0.9107142857142857],[0.9386503067484663],0.35973278
49,[0.8985742394741993],[0.9571988593058925],[0.901743264659271],[0.9214574898785425],0.39401615,[0.8768517133024091],[0.9525550406384107],[0.9053254437869822],[0.9386503067484663],0.3605291
50,[0.8972350135467854],[0.9561440259512755],[0.945631067961165],[0.7886639676113361],0.46445528,[0.8790962142750263],[0.9569573217878442],[0.9315068493150684],[0.8343558282208589],0.39570093
51,[0.9027011156782149],[0.9600290409902823],[0.9161129568106312],[0.8931174089068826],0.39470032,[0.8755050127188388],[0.9512194686636167],[0.9156626506024096],[0.9325153374233128],0.3652307
52,[0.9003090521370954],[0.9585708869276441],[0.8809344385832706],[0.9465587044534413],0.3921682,[0.8677240760137663],[0.9487250389501415],[0.896551724137931],[0.9570552147239264],0.385815
53,[0.9024332704927321],[0.9591563393975502],[0.9317789291882557],[0.8736842105263158],0.39632964,[0.8813407152476432],[0.9568912630762915],[0.9263803680981595],[0.9263803680981595],0.3561581
54,[0.9064653707080383],[0.9618515328908911],[0.9309749784296808],[0.8736842105263158],0.3929287,[0.8814903486458178],[0.957181785484887],[0.926829268292683],[0.9325153374233128],0.3648049
55,[0.9083959163910953],[0.9631073881171133],[0.9377738825591586],[0.8663967611336032],0.39754856,[0.8798443812658986],[0.9579656921034062],[0.9254658385093167],[0.9141104294478528],0.3747131
56,[0.9048603599427223],[0.9604854214488043],[0.9138486312399355],[0.9190283400809717],0.37629607,[0.8864282507855753],[0.9614331915205743],[0.9107142857142857],[0.9386503067484663],0.3528584
57,[0.9092241761185111],[0.9634127182533285],[0.9355961705831157],[0.8704453441295547],0.39196122,[0.8858297171928775],[0.9601419192474733],[0.925],[0.9079754601226994],0.36496472
58,[0.910763255761247],[0.9639791778191473],[0.9394205443371378],[0.8663967611336032],0.39035824,[0.8867275175819244],[0.9619372210848276],[0.9245283018867925],[0.901840490797546],0.36946264
59,[0.9109631094765688],[0.9640279766571507],[0.9321305841924399],[0.8785425101214575],0.38125572,[0.8880742181654945],[0.9624922496494266],[0.9212121212121213],[0.9325153374233128],0.3570296
60,[0.9067764831927145],[0.9618701475132527],[0.960308710033076],[0.7052631578947368],0.5041734,[0.8901690857399372],[0.96620826924922],[0.937984496124031],[0.7423312883435583],0.42575392
61,[0.9140289066765563],[0.9657031214106073],[0.914722445695897],[0.9206477732793522],0.3636785,[0.8870267843782732],[0.9628141757920459],[0.9212121212121213],[0.9325153374233128],0.35924616
62,[0.9134478886588169],[0.9651305924394673],[0.9459962756052142],[0.8226720647773279],0.41015205,[0.8897201855454138],[0.9645904089708586],[0.9455782312925171],[0.852760736196319],0.3766589
63,[0.9168495225144483],[0.9673915597039856],[0.9538606403013182],[0.8202429149797571],0.40615818,[0.8900194523417626],[0.9646996540944479],[0.9459459459459459],[0.8588957055214724],0.38785887
64,[0.9168557035571901],[0.967387063229025],[0.891520244461421],[0.9449392712550607],0.36637536,[0.8954062546760436],[0.9686537856614572],[0.9017341040462428],[0.9570552147239264],0.35982704
65,[0.916765048263642],[0.9678361851261643],[0.9124497991967871],[0.9198380566801619],0.36128122,[0.8819392488403411],[0.9606789317341977],[0.9202453987730062],[0.9202453987730062],0.37620518
66,[0.9197937592071782],[0.9688063727843939],[0.9432624113475178],[0.8615384615384616],0.37893745,[0.8933113871016011],[0.9675671291598782],[0.9403973509933775],[0.8711656441717791],0.3754379
67,[0.9202655788031442],[0.9691607796079043],[0.9553072625698324],[0.8307692307692308],0.3938758,[0.8961544216669161],[0.9697580364521985],[0.9459459459459459],[0.8588957055214724],0.38186273
68,[0.9211165023539472],[0.9699000698540008],[0.9046875],[0.9376518218623482],0.35168326,[0.8871764177764477],[0.9647487302851823],[0.9107142857142857],[0.9386503067484663],0.37565574
69,[0.9192827930071803],[0.9686582485680013],[0.9621052631578947],[0.740080971659919],0.4519848,[0.8903187191381117],[0.9679427761953681],[0.9477611940298507],[0.7791411042944786],0.43173623
70,[0.9222496935232973],[0.9703105102051026],[0.9394736842105263],[0.8672064777327935],0.36874568,[0.8850815502020051],[0.964895283650047],[0.9337748344370861],[0.8650306748466258],0.38290668
71,[0.9243368256224824],[0.9712484513713173],[0.9406631762652705],[0.8728744939271255],0.3576305,[0.8983989226395331],[0.9705418207446965],[0.9299363057324841],[0.8957055214723927],0.3565526
72,[0.9255503703474777],[0.9719403876185564],[0.9333333333333333],[0.8955465587044534],0.34417915,[0.8922639533143798],[0.9683049749853097],[0.9235668789808917],[0.8895705521472392],0.3635408
73,[0.9259603795160244],[0.9719005702351482],[0.9308333333333333],[0.9044534412955466],0.33783308,[0.8980996558431842],[0.9704009113701301],[0.9192546583850931],[0.9079754601226994],0.34949133
74,[0.9264115956361838],[0.9721874755091675],[0.9493212669683257],[0.8493927125506073],0.36572784,[0.9063294927427802],[0.97427861381082],[0.9333333333333333],[0.8588957055214724],0.36731875
75,[0.9253752408031235],[0.9716917371666696],[0.9369602763385146],[0.8785425101214575],0.35094982,[0.8862786173874009],[0.9658707021462798],[0.9210526315789473],[0.8588957055214724],0.3752956
76,[0.9272563381442448],[0.9727928844907822],[0.9637964774951077],[0.7975708502024291],0.4082876,[0.8976507556486608],[0.9715177148402871],[0.948905109489051],[0.7975460122699386],0.4169908
77,[0.9302829887402005],[0.9741219251967516],[0.94229112833764],[0.8858299595141701],0.33970693,[0.9004937902139758],[0.9720327240323663],[0.9230769230769231],[0.8834355828220859],0.36274895
78,[0.9295515653490743],[0.9736498873180621],[0.953551912568306],[0.8477732793522267],0.36085626,[0.9037857249738142],[0.9731432853495527],[0.9466666666666667],[0.8711656441717791],0.36313045
79,[0.9269081394031173],[0.9726750124337243],[0.939843068875327],[0.8728744939271255],0.34452498,[0.9108184946880143],[0.9758344518829748],[0.9192546583850931],[0.9079754601226994],0.3488984
80,[0.9305219890595544],[0.9741726054562873],[0.9606741573033708],[0.8307692307692308],0.37458205,[0.9103695944934909],[0.9758828276012669],[0.9455782312925171],[0.852760736196319],0.36366382
81,[0.9319786547990646],[0.974839114749775],[0.9347826086956522],[0.9052631578947369],0.32687476,[0.9033368247792907],[0.9729886989307673],[0.9192546583850931],[0.9079754601226994],0.34760448
82,[0.9313358263539059],[0.9747208626992195],[0.9417309340188518],[0.8898785425101214],0.32689255,[0.9025886577884185],[0.9731214702118448],[0.9254658385093167],[0.9141104294478528],0.35761175
83,[0.9309113947522948],[0.9743830462829144],[0.9685966633954858],[0.7991902834008097],0.40686804,[0.9115666616788868],[0.9762079405968881],[0.9562043795620438],[0.803680981595092],0.38297573
84,[0.9319044822861616],[0.9748945279201308],[0.9683168316831683],[0.7919028340080971],0.39865524,[0.9102199610953164],[0.9760085910439024],[0.9632352941176471],[0.803680981595092],0.38493255
85,[0.9341543818442172],[0.9756969972300985],[0.958139534883721],[0.8340080971659919],0.35373133,[0.9096214275026185],[0.9758532115033416],[0.9395973154362416],[0.8588957055214724],0.35305205
86,[0.9356728580111465],[0.9765418143767912],[0.9598130841121495],[0.8315789473684211],0.3552747,[0.9150082298368996],[0.9775812722902952],[0.9517241379310345],[0.8466257668711656],0.35814396
87,[0.9379495420877502],[0.9775921564073162],[0.9476896251089799],[0.8801619433198381],0.32272798,[0.907526559928176],[0.9751738144216208],[0.9281045751633987],[0.8711656441717791],0.35193014
88,[0.9360869878748546],[0.9772797786674134],[0.9099451840250588],[0.9408906882591093],0.32220453,[0.8870267843782733],[0.9671205815691537],[0.9085365853658537],[0.9141104294478528],0.38009182
89,[0.9377908953240413],[0.9775678764345962],[0.9479618386816999],[0.8850202429149797],0.32512584,[0.9046835253628611],[0.9740255080512452],[0.9290322580645162],[0.8834355828220859],0.3551912
90,[0.9345952962264734],[0.9763277271477064],[0.945993031358885],[0.8793522267206477],0.33149052,[0.9118659284752356],[0.9762466012097204],[0.925],[0.9079754601226994],0.35199866
91,[0.9360931689175963],[0.9767699542479513],[0.93561872909699],[0.9060728744939271],0.31410626,[0.9069280263354781],[0.9748115097179874],[0.9141104294478528],[0.9141104294478528],0.34217098
92,[0.9375828002183969],[0.9774609441887024],[0.9468723221936589],[0.8947368421052632],0.3176883,[0.9180008978003891],[0.9781271986991502],[0.9197530864197531],[0.9141104294478528],0.34103975
93,[0.9310020500458428],[0.9748778026802781],[0.9736238532110092],[0.6874493927125506],0.4816558,[0.8998952566212779],[0.9732238276527536],[0.9732142857142857],[0.6687116564417178],0.45042983
94,[0.936554686775659],[0.9768180819755665],[0.9535714285714286],[0.8647773279352227],0.33443612,[0.9000448900194523],[0.9729061045093427],[0.9391891891891891],[0.852760736196319],0.35562766
95,[0.9374323948450104],[0.9776335860925165],[0.9638888888888889],[0.8429149797570851],0.3509118,[0.8976507556486609],[0.97184120501183],[0.950354609929078],[0.8220858895705522],0.38549924
96,[0.9397729496966138],[0.9788017514125542],[0.9370860927152318],[0.9165991902834008],0.30741206,[0.9055813257519079],[0.9733592638717374],[0.9197530864197531],[0.9141104294478528],0.36641297
97,[0.9407124681933843],[0.9790044332693171],[0.9316309719934102],[0.9157894736842105],0.30445254,[0.898997456232231],[0.9713170525853746],[0.9240506329113924],[0.8957055214723927],0.36460814
98,[0.9429355832328914],[0.9799445850216295],[0.9672591206735267],[0.8372469635627531],0.3372189,[0.9159060302259464],[0.9775627896971169],[0.9507042253521126],[0.8282208588957055],0.37697363
99,[0.9430468420022458],[0.9798078085301151],[0.9579606440071556],[0.8672064777327935],0.3181894,[0.9177016310040401],[0.9779708543818099],[0.9470198675496688],[0.8773006134969326],0.35028628
100,[0.943073626520794],[0.9799770296187101],[0.9349794238683128],[0.9198380566801619],0.296492,[0.9102199610953166],[0.9754450223616842],[0.9151515151515152],[0.9263803680981595],0.34906307
101,[0.9422865737449908],[0.9797040989893324],[0.9390142021720969],[0.9101214574898785],0.29937795,[0.9093221607062697],[0.9753905793004664],[0.9197530864197531],[0.9141104294478528],0.3453689
102,[0.9322918276313213],[0.9757386649368553],[0.9604247104247104],[0.805668016194332],0.38079733,[0.9150082298368996],[0.9775368451293435],[0.9496402877697842],[0.8098159509202454],0.35271168
103,[0.941229615436124],[0.9791036691490436],[0.9457831325301205],[0.8898785425101214],0.3119641,[0.9136615292533293],[0.9765278312345955],[0.925],[0.9079754601226994],0.33147854
104,[0.9427480916030535],[0.9799014376101336],[0.9532871972318339],[0.8923076923076924],0.30843377,[0.912614095466108],[0.9759246322114115],[0.9308176100628931],[0.9079754601226994],0.35596523
105,[0.9423215996538616],[0.979713185400094],[0.9486062717770035],[0.8817813765182186],0.3089175,[0.9144096962442018],[0.9767686968821627],[0.9245283018867925],[0.901840490797546],0.33968857
106,[0.9424606731155545],[0.9800589332988261],[0.9251207729468599],[0.9303643724696357],0.29993293,[0.8897201855454138],[0.9660694567840572],[0.9130434782608695],[0.901840490797546],0.38848618
107,[0.9471448733401325],[0.9816570550148721],[0.9664246823956443],[0.8623481781376519],0.31268272,[0.915756396827772],[0.9769464017199516],[0.9523809523809523],[0.8588957055214724],0.36715713
108,[0.9415149735760424],[0.9794698152349515],[0.9264349232012935],[0.9279352226720647],0.3063963,[0.9024390243902439],[0.9720827666139497],[0.9161676646706587],[0.9386503067484663],0.3739252
109,[0.9459993200852984],[0.981231244833727],[0.9824016563146998],[0.7684210526315789],0.38849628,[0.904084991770163],[0.9741382799961189],[0.959349593495935],[0.7239263803680982],0.43677768
110,[0.9481709264352898],[0.9820912241336248],[0.970532319391635],[0.8267206477732794],0.339733,[0.9067783929373037],[0.9748193036705881],[0.9548872180451128],[0.7791411042944786],0.38828263
111,[0.9472293475909386],[0.9817420926408453],[0.9424520433694745],[0.9149797570850202],0.29208857,[0.8976507556486608],[0.9709262129184997],[0.9411764705882353],[0.8834355828220859],0.34703207
112,[0.9438483172111136],[0.9805473796855942],[0.9551056338028169],[0.8785425101214575],0.3107591,[0.9141104294478527],[0.9769648832400551],[0.9294871794871795],[0.8895705521472392],0.34406933
113,[0.9471160284740036],[0.9817446204653257],[0.9462457337883959],[0.8979757085020242],0.29236612,[0.9133622624569804],[0.9761070964972118],[0.9192546583850931],[0.9079754601226994],0.33852234
114,[0.9489662206014154],[0.9824746784625358],[0.9742828882294757],[0.7975708502024291],0.35760632,[0.9124644620679335],[0.9758018551145993],[0.9538461538461539],[0.7607361963190185],0.40716925
115,[0.9481668057401285],[0.9820205420903372],[0.9598572702943801],[0.8712550607287449],0.30269572,[0.9150082298368997],[0.9771788441777721],[0.9527027027027027],[0.8650306748466258],0.3331884
116,[0.9491207466699632],[0.9825652755846874],[0.9526270456503014],[0.8955465587044534],0.28656432,[0.910369594493491],[0.9751860821385478],[0.9240506329113924],[0.8957055214723927],0.3530893
117,[0.9463681223022323],[0.9814540074664346],[0.9741293532338309],[0.7927125506072874],0.3649631,[0.918599431393087],[0.9782993847228535],[0.9694656488549618],[0.7791411042944786],0.38275024
118,[0.9497944803288315],[0.9827647452770994],[0.969187675070028],[0.8404858299595142],0.31916308,[0.8995959898249289],[0.9722498508996082],[0.950354609929078],[0.8220858895705522],0.37691602
119,[0.950795809253021],[0.9832943865016975],[0.9544673539518901],[0.8995951417004049],0.2845146,[0.8960047882687415],[0.9689223441822408],[0.9403973509933775],[0.8711656441717791],0.38086274
120,[0.9492546692627045],[0.9829204322452038],[0.9386909693454847],[0.9174089068825911],0.2811721,[0.8960047882687416],[0.9679674352039946],[0.9240506329113924],[0.8957055214723927],0.40009257
121,[0.9437906274788557],[0.9805301389549479],[0.9663865546218487],[0.8380566801619433],0.3457396,[0.8871764177764477],[0.9687834679326459],[0.9485294117647058],[0.7914110429447853],0.39908338
122,[0.9506618866602795],[0.9833568401308922],[0.9500846023688664],[0.9093117408906882],0.28004432,[0.9064791261409546],[0.9733664948628616],[0.9235668789808917],[0.8895705521472392],0.37227896
123,[0.9483872629312565],[0.9822883509869047],[0.942162615255658],[0.9101214574898785],0.28335607,[0.9088732605117462],[0.974859984393561],[0.9202453987730062],[0.9202453987730062],0.34272468
124,[0.9483254525038374],[0.9823039777397619],[0.939469320066335],[0.9174089068825911],0.2823513,[0.9094717941044441],[0.9748107387933043],[0.9101796407185628],[0.9325153374233128],0.3528103
125,[0.9527242945884971],[0.9839342928980002],[0.9438390611902766],[0.9117408906882591],0.2730998,[0.9003441568158014],[0.9692754820250289],[0.9308176100628931],[0.9079754601226994],0.36122742
126,[0.9460714322506207],[0.981815120700952],[0.939799331103679],[0.9101214574898785],0.29242536,[0.883136316025737],[0.9636136738527022],[0.9266666666666666],[0.852760736196319],0.41321075
127,[0.951016266444149],[0.9832005987070507],[0.9797160243407708],[0.7821862348178138],0.36699018,[0.9051324255573845],[0.9742472664401185],[0.9516129032258065],[0.7239263803680982],0.4115177
128,[0.9541006067723625],[0.984423374340029],[0.9399671052631579],[0.9255060728744939],0.26744547,[0.9034864581774653],[0.9709606301736244],[0.9202453987730062],[0.9202453987730062],0.3662243
129,[0.9518486468667264],[0.9834525646698176],[0.9455155071248952],[0.9133603238866397],0.2727634,[0.9169534640131678],[0.9765904659158599],[0.926829268292683],[0.9325153374233128],0.339561
130,[0.9536267268288159],[0.9841727421313836],[0.9594356261022927],[0.8809716599190284],0.2835064,[0.9123148286697591],[0.9757212205193286],[0.9463087248322147],[0.8650306748466258],0.34921062
131,[0.952310164724789],[0.9835375166069602],[0.9549393414211439],[0.8923076923076924],0.28023928,[0.9064791261409546],[0.9729527086244665],[0.9407894736842105],[0.8773006134969326],0.3428463
132,[0.9473138218417447],[0.9819110243084553],[0.9626253418413856],[0.8550607287449393],0.3093512,[0.9163549304204699],[0.9776005168012727],[0.9342105263157895],[0.8711656441717791],0.3385651
133,[0.9529509328223671],[0.9839726798512352],[0.9726775956284153],[0.8647773279352227],0.29935777,[0.9000448900194523],[0.9707939004790306],[0.950354609929078],[0.8220858895705522],0.3947853
134,[0.9547022282659086],[0.9848554289031197],[0.9429280397022333],[0.9230769230769231],0.2662313,[0.9037857249738143],[0.9711599485291881],[0.9141104294478528],[0.9141104294478528],0.37649623
135,[0.9528788206570449],[0.9840785819006606],[0.9301204819277108],[0.9376518218623482],0.2805446,[0.8954062546760437],[0.9655825634569188],[0.9096385542168675],[0.9263803680981595],0.4042593
136,[0.9564555840570305],[0.9853167393216707],[0.9737318840579711],[0.8704453441295547],0.29077858,[0.9100703276971419],[0.9751188617456902],[0.9562043795620438],[0.803680981595092],0.38681045
