,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,117,0.9463681223022323,0.9814540074664346,0.9741293532338309,0.7927125506072874,0.3649631,0.918599431393087,0.9782993847228535,0.9694656488549618,0.7791411042944786,0.38275024,0.8759553203997648,0.950858698262993,0.9473684210526315,0.7777777777777778,0.48515603
