,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
36,[0.9092459058294984],[0.9386968956941629],[0.8595284872298625],[0.889905924230867],0.37680316,[0.8902932218227066],[0.9241387619530366],[0.8538011695906432],[0.8777555110220441],0.41403085
37,[0.9117407927245331],[0.9410924770432236],[0.875291677469536],[0.8583778286295449],0.37660563,[0.8951404614282717],[0.9295277223949382],[0.8676171079429735],[0.8537074148296593],0.4047466
38,[0.9123224824241905],[0.9415911560895565],[0.8778645833333333],[0.8571065344520722],0.37349775,[0.8938816260680205],[0.9276952788052826],[0.8670756646216768],[0.8496993987975952],0.4082178
39,[0.9113872210134873],[0.9410872241598064],[0.8675213675213675],[0.8774472412916349],0.37624732,[0.8929338822048428],[0.9266305131625423],[0.8571428571428571],[0.8657314629258517],0.40886745
40,[0.91275252169802],[0.9420653729542168],[0.8366461046378798],[0.9310958555809814],0.39638135,[0.8953140938917545],[0.9307875523327677],[0.8300536672629696],[0.9298597194388778],0.43492502
41,[0.91364103120949],[0.9426466695118786],[0.8823373876255949],[0.848461734045258],0.37627596,[0.8952562164039269],[0.9292283558212899],[0.8742138364779874],[0.8356713426853707],0.4052761
42,[0.913236294934887],[0.9422419541902434],[0.8633663366336634],[0.8868548182049326],0.3714947,[0.8941999522510725],[0.9284779394750284],[0.8571428571428571],[0.8777555110220441],0.40882412
43,[0.9138549616444513],[0.9423217724784614],[0.9045546852335364],[0.7927790490719553],0.3928777,[0.8934475449093132],[0.9274140462421715],[0.9024943310657596],[0.7975951903807615],0.41781947
44,[0.9150004669604273],[0.9438175644334164],[0.8742424242424243],[0.8802440884820748],0.36762547,[0.8953285632637116],[0.9302859596018558],[0.8631790744466801],[0.8597194388777555],0.40839615
45,[0.9131550795687162],[0.9428207176539893],[0.8709921736935118],[0.8771929824561403],0.37155312,[0.8933969021074641],[0.9279490805475937],[0.8625498007968128],[0.8677354709418837],0.40851057
46,[0.913262715064322],[0.9424430630203778],[0.8658354114713217],[0.8827866768370201],0.37113488,[0.8920657198874282],[0.9258360737971092],[0.8596837944664032],[0.8717434869739479],0.4097323
47,[0.9152333886089359],[0.9439951782195077],[0.8867521367521367],[0.844139333841851],0.37206227,[0.8938309832661713],[0.9273541545580021],[0.8679245283018868],[0.8296593186372746],0.409868
48,[0.9159255624862312],[0.9445087584486398],[0.8729477140692093],[0.8787185354691075],0.36830187,[0.895097053312401],[0.9290017486679023],[0.862],[0.8637274549098196],0.40524304
49,[0.9163113075472871],[0.9449757908821785],[0.8955967875934644],[0.8222730739893211],0.3754093,[0.8957554097364402],[0.9299370684810796],[0.8867102396514162],[0.8156312625250501],0.4075015
50,[0.9157912275786382],[0.9444724910333878],[0.8875534188034188],[0.8449021103483346],0.371686,[0.8929917596926704],[0.9269901075050624],[0.8747346072186837],[0.8256513026052105],0.40908268
51,[0.9177584380196051],[0.9460453023134232],[0.8584431137724551],[0.9112636664124079],0.36779204,[0.8963414193006953],[0.9311998110740227],[0.8552380952380952],[0.8997995991983968],0.41354144
52,[0.9175400390638091],[0.9459675994278325],[0.8591040462427746],[0.9069412662090007],0.36383516,[0.8953430326356684],[0.9301321791424693],[0.8457142857142858],[0.8897795591182365],0.41072404
53,[0.9182580186489249],[0.9465658486689381],[0.9087759815242494],[0.8004068141367913],0.38008615,[0.8960375624896001],[0.9305635077926322],[0.9009009009009009],[0.8016032064128257],0.41069824
54,[0.9187802770214807],[0.9468264854268233],[0.8828967642526965],[0.8741418764302059],0.36078534,[0.8962618377549323],[0.9298319324457124],[0.8661257606490872],[0.8557114228456913],0.4039448
55,[0.9186967156818717],[0.9471345345393455],[0.8959189263215558],[0.8316806509026189],0.36859933,[0.895668593504699],[0.9296517014522244],[0.8862144420131292],[0.811623246492986],0.40622848
56,[0.9148973558421666],[0.9440089489416201],[0.9263123573524616],[0.7223493516399695],0.42572403,[0.8917473937043763],[0.9264101196239247],[0.9203084832904884],[0.717434869739479],0.45126963
57,[0.9198943909785926],[0.9479434948700298],[0.8832004116285053],[0.8728705822527333],0.35871193,[0.8980922133074813],[0.9324247801565834],[0.8678861788617886],[0.8557114228456913],0.40058845
58,[0.9197558668327169],[0.947843894502299],[0.8491711417230913],[0.924739384693618],0.3660233,[0.8963486539866738],[0.93096686876101],[0.8391866913123844],[0.9098196392785571],0.4225731
59,[0.9210913959971885],[0.9485724979561498],[0.8871178468774497],[0.863208746503941],0.3574153,[0.8985262944661888],[0.9328766022138861],[0.8770833333333333],[0.843687374749499],0.40211028
60,[0.9195383615810877],[0.9477429395821528],[0.8626786146766772],[0.9056699720315281],0.36088142,[0.8972963978498514],[0.9323292688457397],[0.8541266794625719],[0.8917835671342685],0.41614026
61,[0.9191654635174321],[0.9475173612874056],[0.9085664839919239],[0.8009153318077803],0.37860578,[0.8946412680957583],[0.9289184345758601],[0.9004524886877828],[0.7975951903807615],0.41403133
62,[0.9203425277618027],[0.948282197287128],[0.863658418243571],[0.9051614543605391],0.35676664,[0.8973108672218082],[0.931839263562896],[0.8576923076923076],[0.8937875751503006],0.41113555
63,[0.9199238832161017],[0.9481486697939253],[0.8937650521808937],[0.8492245105517416],0.36464423,[0.8968623166911439],[0.9312007961178205],[0.8792372881355932],[0.8316633266533067],0.4011577
64,[0.9189289670522554],[0.9468242023894565],[0.851921274601687],[0.9244851258581236],0.36754644,[0.8971227653863684],[0.9330312674118623],[0.8423005565862709],[0.9098196392785571],0.42265582
65,[0.9218787493682628],[0.9494706036247319],[0.9040981321438528],[0.8245614035087719],0.36343193,[0.8988952634510898],[0.932493216173704],[0.8927789934354485],[0.8176352705410822],0.4024123
66,[0.9222609196126509],[0.9500115870470129],[0.8927253558249868],[0.8611746758199847],0.35508284,[0.9006677615158114],[0.9352232104709808],[0.8701030927835052],[0.845691382765531],0.39473867
67,[0.9185142883187951],[0.946513299658654],[0.8599379623001671],[0.9163488431222985],0.3664766,[0.8968044392033163],[0.9335667852705649],[0.8536121673003803],[0.8997995991983968],0.420793
68,[0.9231304937670839],[0.9503112919664939],[0.8768350335904453],[0.8960081362827358],0.3524878,[0.8998502420002459],[0.9346791661870222],[0.8622047244094488],[0.8777555110220441],0.39956897
69,[0.9235121613028776],[0.9508877925417152],[0.8978004291845494],[0.8510043224002034],0.35357723,[0.9016733828668165],[0.9358908559693103],[0.8778947368421053],[0.8356713426853707],0.39627492
70,[0.9224234062015024],[0.9500083495759866],[0.9079169006176305],[0.8222730739893211],0.36420178,[0.8979619889598692],[0.931638908780068],[0.8920704845814978],[0.811623246492986],0.40462664
71,[0.9216043821890122],[0.9494371442461127],[0.9356321839080459],[0.7243834223239257],0.40365466,[0.9006098840279837],[0.9357591812797184],[0.9141414141414141],[0.7254509018036072],0.4273845
72,[0.9216747613921588],[0.9494122421896154],[0.9143865842894969],[0.7902364607170099],0.37754035,[0.8975568465450756],[0.9311650040824895],[0.9078341013824884],[0.7895791583166333],0.4118209
73,[0.922637615919016],[0.9503522169830446],[0.8783886496072967],[0.8815153826595474],0.350957,[0.9007979858634235],[0.9348256959216528],[0.8653465346534653],[0.875751503006012],0.39663333
74,[0.9244732842779115],[0.9513414229585551],[0.8452490774907749],[0.931858632087465],0.36234048,[0.9000238744637288],[0.9343407823568869],[0.8333333333333334],[0.9118236472945892],0.42147973
75,[0.9231905953723105],[0.950257505559186],[0.8445416858590511],[0.9323671497584541],0.36499155,[0.9013333526258293],[0.9366423354014897],[0.8342440801457195],[0.9178356713426854],0.41927743
76,[0.9246090155982656],[0.9517780771786143],[0.9016348773841962],[0.8413424866514111],0.3516495,[0.9023172699188992],[0.9370483822104106],[0.8869936034115139],[0.8336673346693386],0.39632475
77,[0.9230899419405088],[0.9504829812825809],[0.9217522658610272],[0.7757437070938215],0.38170832,[0.9018976581321487],[0.9359903076899554],[0.9061032863849765],[0.7735470941883767],0.41417688
78,[0.925100943885656],[0.9520550901699194],[0.8795758646806362],[0.8858377828629544],0.34653622,[0.9017095562967089],[0.9354073122053199],[0.8678500986193294],[0.8817635270541082],0.39435518
79,[0.925263207048466],[0.952432670156662],[0.9215047393364929],[0.7909992372234935],0.36868718,[0.9025415451842312],[0.9363768205982982],[0.9055299539170507],[0.7875751503006012],0.40281624
80,[0.9245007656810451],[0.9513000098486537],[0.8503845257515731],[0.9277904907195526],0.35978812,[0.9016155053789889],[0.9371415097908258],[0.8391866913123844],[0.9098196392785571],0.41980094
81,[0.9195013845711806],[0.9470773699898368],[0.8573805562158308],[0.9171116196287821],0.3674174,[0.8967899698313595],[0.9347207517043251],[0.8549905838041432],[0.9098196392785571],0.42465687
82,[0.9253039823010827],[0.9520846462041144],[0.8470261513538533],[0.9305873379099924],0.36102974,[0.9010222611287557],[0.9358473294852596],[0.8363970588235294],[0.9118236472945892],0.4258707
83,[0.9258956144595971],[0.952315642223639],[0.8883803712178998],[0.8883803712178998],0.34528592,[0.9034097075016458],[0.9379662754778693],[0.872],[0.87374749498998],0.3935433
84,[0.9250763111645546],[0.9521457369163474],[0.9046179219351292],[0.8367658276125095],0.35347575,[0.9006749962017899],[0.9342707476784954],[0.8898488120950324],[0.8256513026052105],0.39683723
85,[0.9246475565904649],[0.9513483418201029],[0.8569411764705882],[0.9260106788710908],0.360988,[0.9005954146560268],[0.9371607645443054],[0.8438661710037175],[0.9098196392785571],0.42432624
86,[0.9262268435664696],[0.9524449934084336],[0.8529411764705882],[0.9290617848970252],0.3560734,[0.9026862389038004],[0.9378250639002078],[0.8413284132841329],[0.9138276553106213],0.41518924
87,[0.9262334346347006],[0.9528581548730879],[0.865287466923262],[0.9145690312738368],0.35009193,[0.9042995738769959],[0.9388867928915967],[0.8555133079847909],[0.9018036072144289],0.40326637
88,[0.9257978097098276],[0.9523151175476485],[0.8717822995832312],[0.9041444190185609],0.34629887,[0.9038944314622024],[0.9389768712021506],[0.8615384615384616],[0.8977955911823647],0.399998
89,[0.9273502297043135],[0.9534984016838138],[0.875153600393217],[0.9054157131960335],0.3445185,[0.9045021450843925],[0.9390788284579678],[0.8671875],[0.8897795591182365],0.39592963
90,[0.9272554412061074],[0.9536900241951816],[0.8588986055306074],[0.9239766081871345],0.354807,[0.9039089008341593],[0.9388299053100285],[0.8438661710037175],[0.9098196392785571],0.4107326
91,[0.925256504267214],[0.9522646481193086],[0.9292145296491773],[0.7609966946351385],0.37977627,[0.9053268992859365],[0.9394715591991579],[0.9121140142517815],[0.7695390781563126],0.40576208
92,[0.9258070818905597],[0.9527210761893614],[0.8560338743824982],[0.9252479023646072],0.35670513,[0.9033880034437106],[0.9383387036805934],[0.8423005565862709],[0.9098196392785571],0.422201
93,[0.9285687953359367],[0.9545997008328097],[0.8795240456122955],[0.9021103483346046],0.34046927,[0.9041765842153621],[0.9380506257415888],[0.8654970760233918],[0.8897795591182365],0.39317667
94,[0.9281500949337252],[0.9544342225622564],[0.9025106837606838],[0.8591406051360285],0.3418155,[0.9050085731028844],[0.9389246673780816],[0.8851774530271399],[0.8496993987975952],0.38689214
95,[0.9282839271327246],[0.9545935851473499],[0.925111441307578],[0.7915077548944826],0.36271974,[0.9048132365814662],[0.9384111694516142],[0.9036697247706422],[0.7895791583166333],0.4024859
96,[0.9199541574447568],[0.9480432887267772],[0.9296724470134875],[0.7360793287566743],0.40461433,[0.8946593548107045],[0.9288795670282983],[0.9061728395061729],[0.7354709418837675],0.43426824
97,[0.9294648454763154],[0.9551646315660127],[0.8812127236580517],[0.9016018306636155],0.33927143,[0.9049723996729923],[0.9390643405946515],[0.873015873015873],[0.8817635270541082],0.393745
98,[0.9291664599975781],[0.9551705430024842],[0.9144295302013423],[0.8314263920671243],0.34686628,[0.905225613682238],[0.9385567353648231],[0.8945054945054945],[0.8156312625250501],0.3916018
99,[0.9305397481631028],[0.9560452132618271],[0.901578947368421],[0.8710907704042715],0.3380257,[0.9056235214110531],[0.9392091277987471],[0.8858921161825726],[0.8557114228456913],0.38599366
100,[0.9293168257236658],[0.9550545234908077],[0.9040728831725616],[0.8578693109585558],0.3409947,[0.9070632239207659],[0.9411981278300492],[0.884453781512605],[0.843687374749499],0.38386
101,[0.9291156864295939],[0.9546327649842193],[0.8943589743589744],[0.8868548182049326],0.33730608,[0.9057392763867085],[0.9399016491322125],[0.8825910931174089],[0.87374749498998],0.3921733
102,[0.9288650582672775],[0.954885652072176],[0.860636277302944],[0.9216882786676837],0.3445874,[0.9051677361944105],[0.939029776629768],[0.848314606741573],[0.9078156312625251],0.4111241
103,[0.9280481009456729],[0.9539042096732939],[0.8509604258273548],[0.9349097381133994],0.3619594,[0.9035833399651287],[0.9396466622313555],[0.8453038674033149],[0.9198396793587175],0.43018275
104,[0.924834787613439],[0.951564185393531],[0.8607354685646501],[0.9224510551741673],0.3594281,[0.8994450995854526],[0.9365566298269757],[0.8549905838041432],[0.9098196392785571],0.4313336
105,[0.930645875532927],[0.9560395078458314],[0.8577425373134329],[0.935163996948894],0.3493265,[0.9057826845025791],[0.9398821609105492],[0.8441558441558441],[0.9118236472945892],0.41309267
106,[0.9285534906520779],[0.9548340447253627],[0.9135732502125248],[0.8197304856343758],0.35369754,[0.9036267480809994],[0.9362193483963329],[0.8975501113585747],[0.8076152304609219],0.39447004
107,[0.9296505125169972],[0.9555876533893055],[0.9040214477211796],[0.8573607932875668],0.34015584,[0.9059997250819328],[0.938126749120431],[0.8947368421052632],[0.8517034068136272],0.3872414
108,[0.9292847640866767],[0.9548805863670358],[0.8809700569166048],[0.9051614543605391],0.33982274,[0.9070632239207655],[0.9412660648686937],[0.8696498054474708],[0.8957915831663327],0.39599535
109,[0.9313181086359974],[0.956650046606218],[0.9257513258691809],[0.7988812611238241],0.35201624,[0.9072006829543564],[0.9393690010348201],[0.9059633027522935],[0.7915831663326653],0.3938574
110,[0.9268927648838607],[0.9527783982212423],[0.8589924670433146],[0.9277904907195526],0.35185593,[0.9037497377426332],[0.939571391698317],[0.8571428571428571],[0.9138276553106213],0.41794878
111,[0.930689555324086],[0.9561967313611083],[0.8983666061705989],[0.8810068649885584],0.3378508,[0.9074104888477317],[0.9397480984525424],[0.8872950819672131],[0.8677354709418837],0.38333568
112,[0.9316133661501503],[0.9566664928135037],[0.8786395889405432],[0.9130434782608695],0.33447444,[0.9086837935799398],[0.941450876170069],[0.8687258687258688],[0.9018036072144289],0.39374444
113,[0.9321810358656888],[0.9572476412985306],[0.9101763907734057],[0.8527841342486652],0.33591092,[0.9089514769611425],[0.9412352659907851],[0.8952991452991453],[0.8396793587174348],0.38153562
114,[0.9315953244972802],[0.9568364123632981],[0.8788995332842053],[0.9097381133994407],0.33367425,[0.9058333273044283],[0.9383599448465711],[0.8648648648648649],[0.8977955911823647],0.39428216
115,[0.9312289057888345],[0.9565068112378252],[0.8722636516718788],[0.9219425375031782],0.33880883,[0.9063108165790063],[0.9407322277473151],[0.8587786259541985],[0.9018036072144289],0.40346217
116,[0.9330912735597174],[0.9579171848301149],[0.8797935103244838],[0.9099923722349351],0.33030334,[0.9087561404397242],[0.9411869154551471],[0.8682170542635659],[0.8977955911823647],0.39118758
117,[0.9328062936434846],[0.9577899052203012],[0.9046986992301567],[0.8665141113653699],0.3319957,[0.9090238238209272],[0.94103775191955],[0.8858921161825726],[0.8557114228456913],0.37978387
118,[0.9319561575546824],[0.9568118823008841],[0.8890566037735849],[0.8985507246376812],0.33065417,[0.90830758990906],[0.9419414623904563],[0.876984126984127],[0.8857715430861723],0.38997877
119,[0.9327927763679594],[0.9573957994464619],[0.8857924856929584],[0.9051614543605391],0.32961088,[0.9081773655614477],[0.9416475901546786],[0.873767258382643],[0.8877755511022044],0.39421088
120,[0.9322467231219589],[0.9569540265686862],[0.8838997767303398],[0.9059242308670227],0.33134016,[0.9084161101987367],[0.9421156192002571],[0.8740157480314961],[0.8897795591182365],0.39300495
121,[0.933591077615079],[0.9581044923264156],[0.9232979029014651],[0.8171878972794304],0.34053254,[0.9086476201500474],[0.9411663933114517],[0.9060402684563759],[0.811623246492986],0.3870391
122,[0.931371116464399],[0.9567405288536335],[0.8869017632241813],[0.8952453597762522],0.33248144,[0.9049651649870137],[0.9364636445182709],[0.873015873015873],[0.8817635270541082],0.388089
123,[0.9311322740257841],[0.956238949583989],[0.8853439680957128],[0.9031273836765827],0.33257204,[0.9079892637260081],[0.9417749514319741],[0.8679611650485437],[0.8957915831663327],0.39435077
124,[0.9313956374724794],[0.9567352709381021],[0.9057758850146393],[0.8652428171878973],0.3367705,[0.9056235214110532],[0.9401399519245262],[0.8891257995735607],[0.8356713426853707],0.3932627
125,[0.9311676870533993],[0.955984914261191],[0.8617695376672143],[0.9336384439359268],0.3468726,[0.9047047162917892],[0.9397901029496876],[0.8465804066543438],[0.9178356713426854],0.42542273
126,[0.9329910669799993],[0.9577254589428819],[0.8888888888888888],[0.8929570302568014],0.32695842,[0.9085680386042843],[0.9415492742377504],[0.873015873015873],[0.8817635270541082],0.3883373
127,[0.9296439214487661],[0.9552856285267003],[0.8595914533928152],[0.9308415967454869],0.3552394,[0.9058260926184498],[0.9411313994204805],[0.8446069469835467],[0.9258517034068137],0.42921382
128,[0.9340621714240773],[0.9587217074568815],[0.8818181818181818],[0.9125349605898805],0.32858834,[0.909277037830173],[0.9409694467170944],[0.867704280155642],[0.8937875751503006],0.38694286
129,[0.9347946737019059],[0.9590033225680885],[0.8675041479023465],[0.9305873379099924],0.33357522,[0.9089297729032072],[0.9416049496385603],[0.8533834586466166],[0.9098196392785571],0.4022876
130,[0.9326794993647998],[0.9574574372290652],[0.9187588152327222],[0.8281210272056954],0.34049124,[0.9096460068150742],[0.9416945816068177],[0.8927789934354485],[0.8176352705410822],0.3896544
131,[0.9354569643461192],[0.959460306289869],[0.9114093959731544],[0.863208746503941],0.32577443,[0.9100800879737815],[0.9416762999505495],[0.8968421052631579],[0.8537074148296593],0.3823847
132,[0.9345008126005138],[0.9588887831291665],[0.9147286821705426],[0.8400711924739385],0.3352382,[0.9109265462332609],[0.941573428344171],[0.9039301310043668],[0.8296593186372746],0.3819132
133,[0.9351266847999242],[0.9593140460779155],[0.897704081632653],[0.8947368421052632],0.32349432,[0.9117947085506753],[0.9436231156553322],[0.8835341365461847],[0.8817635270541082],0.38021398
134,[0.9341889657027622],[0.9586307588284586],[0.8883337496877342],[0.9041444190185609],0.32520643,[0.9099136901962771],[0.942540735116298],[0.8762278978388998],[0.8937875751503006],0.39215755
135,[0.9345373427583373],[0.9588741595915589],[0.9105362436001078],[0.8591406051360285],0.3288967,[0.9101669042055229],[0.9418697055937555],[0.8914893617021277],[0.8396793587174348],0.38101065
136,[0.9355277345448388],[0.9595461651544018],[0.8895276180954761],[0.9049071955250445],0.32237294,[0.9107022709679287],[0.9428404358425149],[0.8745098039215686],[0.8937875751503006],0.38631606
137,[0.9360679228572437],[0.9598822295438701],[0.8999228196552611],[0.889397406559878],0.32082877,[0.9109554849771746],[0.9428931116283217],[0.8850806451612904],[0.8797595190380761],0.3808309
138,[0.935389880677088],[0.9595860580679296],[0.9142700629964393],[0.8487159928807526],0.33094802,[0.9102681898092213],[0.9416654783902627],[0.9025974025974026],[0.8356713426853707],0.38336378
139,[0.9345720296513168],[0.9590914587581453],[0.9140818007136975],[0.8466819221967964],0.33085704,[0.9109699543491314],[0.9429306068077113],[0.8917748917748918],[0.8256513026052105],0.38149256
140,[0.933770712152634],[0.95837882206604],[0.9335589049523224],[0.771675565725909],0.361293,[0.9094000274918068],[0.9412034026156146],[0.919431279620853],[0.7775551102204409],0.40415823
141,[0.9360049725699848],[0.9598879525223619],[0.9221778791334093],[0.8225273328248157],0.3355619,[0.9106082200502088],[0.9415575184790174],[0.9026548672566371],[0.8176352705410822],0.3852806
142,[0.9374367983584442],[0.960742376779336],[0.8819951338199513],[0.9216882786676837],0.3234899,[0.9109048421753254],[0.9427248365286438],[0.8692307692307693],[0.905811623246493],0.39199612
143,[0.9366616217066442],[0.9605217176511263],[0.8972986748216106],[0.8952453597762522],0.32071814,[0.9118887594683953],[0.9431752806789404],[0.8882113821138211],[0.875751503006012],0.37762648
144,[0.9364665707722095],[0.9600807471980347],[0.8967100229533282],[0.8939740655987796],0.31945118,[0.9096894149309449],[0.941893375765884],[0.8755020080321285],[0.87374749498998],0.38909587
145,[0.9361418210205475],[0.959905545929372],[0.8988247317322432],[0.8944825832697686],0.32234418,[0.9104924650745534],[0.943255609764719],[0.8830645161290323],[0.8777555110220441],0.38763663
146,[0.9360842888148008],[0.9599274176387222],[0.9315230224321134],[0.8024408848207475],0.34193647,[0.9110965613537545],[0.9420865978412546],[0.9101382488479263],[0.7915831663326653],0.3857094
147,[0.9373049769938204],[0.9606179411298577],[0.8848321489830924],[0.9181286549707602],0.3210048,[0.9097979352206217],[0.9421309892939969],[0.8693957115009746],[0.8937875751503006],0.39545977
148,[0.9380388198278994],[0.9612686610945618],[0.8771380390267406],[0.9257564200355962],0.3234211,[0.9114908517395801],[0.9437929811057785],[0.8639846743295019],[0.9038076152304609],0.3938486
