,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,337,0.9551652079180404,0.9726880233232463,0.9131767109295199,0.9092295957284515,0.26905742,0.9281957416638331,0.956290289631773,0.8895582329317269,0.8877755511022044,0.36407068,0.9422965074010528,0.9657029675537347,0.902,0.898406374501992,0.3157127
