,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,397,0.9627366696203589,0.977897876424265,0.9669867947178872,0.8192219679633868,0.2783087,0.9368050179781946,0.9624659819295174,0.9243119266055045,0.8076152304609219,0.34011304,0.9437287346962514,0.9661641964546457,0.9439252336448598,0.8047808764940239,0.3269021
