,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,57,0.8934152670354518,0.9550980657073384,0.9449715370018975,0.8019323671497585,0.44630522,0.8932980599647267,0.9655180719219475,0.9507042253521126,0.8333333333333334,0.3656393,0.9001068376068376,0.9590177485165057,0.92,0.8846153846153846,0.4905409
