,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,335,0.960776552956217,0.9766123870431433,0.9419496166484118,0.874650394101195,0.25958863,0.934489918465089,0.9599078315425837,0.9106382978723404,0.8577154308617234,0.3358658,0.9456044435397097,0.9672027617641159,0.9271948608137045,0.8625498007968128,0.30147338
