,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
137,[0.9441362539083628],[0.9658084754790119],[0.9089026915113871],[0.8866447866700328],0.3056157,[0.93261393640225],[0.9570647523381618],[0.896],[0.9032258064516129],0.3210219
138,[0.9415983603113042],[0.9640343522501827],[0.936108701936976],[0.8174703357737945],0.33028632,[0.9291484904144185],[0.9549670781528098],[0.9078651685393259],[0.8145161290322581],0.3397462
139,[0.9449093822335457],[0.966187255724669],[0.8832081415071481],[0.9202221661196668],0.30671278,[0.9308417518080587],[0.9551695600411332],[0.8804554079696395],[0.9354838709677419],0.33677083
140,[0.9413683099523505],[0.963910897218989],[0.9496291718170581],[0.7758141883362787],0.35697907,[0.9287753989209047],[0.9545093984425944],[0.9256594724220624],[0.7782258064516129],0.35585946
141,[0.9451607792039854],[0.966399040838013],[0.8862754607177498],[0.9227467811158798],0.3094032,[0.9317529560326024],[0.9562644137571563],[0.8796992481203008],[0.9435483870967742],0.33710825
142,[0.9447464532408918],[0.9661082922427087],[0.915084388185654],[0.8760414036859379],0.30444467,[0.9301242681666857],[0.9552639663956726],[0.8957055214723927],[0.8830645161290323],0.3282131
143,[0.9449126318489427],[0.9662778664058613],[0.8998490186210367],[0.9028023226457965],0.30130062,[0.932506313856044],[0.9565808234383189],[0.8921568627450981],[0.9173387096774194],0.32620606
144,[0.9399006043500249],[0.9631059974110541],[0.8477872150201162],[0.9575864680636202],0.35586536,[0.927010389163127],[0.9534603399477138],[0.8490230905861457],[0.9637096774193549],0.39951468
145,[0.9453489767577422],[0.9666030230757526],[0.8915454769534139],[0.9131532441302701],0.3023936,[0.9323412926185284],[0.9562887091028723],[0.8814531548757171],[0.9294354838709677],0.33151627
146,[0.9417931131237064],[0.9646464375980932],[0.9251113585746102],[0.8389295632416056],0.31995,[0.9298444495465504],[0.9559376491482526],[0.9010752688172043],[0.844758064516129],0.33346003
