,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,74,0.9115070412378568,0.9635257840712916,0.9566502463054187,0.7862348178137651,0.4378058,0.8945084542869969,0.9684897706562707,0.9432624113475178,0.8159509202453987,0.40525064,0.8590534979423868,0.949249092011664,0.9453125,0.7469135802469136,0.48798168
