,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,99,0.9241968170076813,0.9719946640525033,0.9347471451876019,0.9153354632587859,0.34366605,0.8768831168831169,0.9433455403172532,0.8986486486486487,0.8636363636363636,0.34928098,0.9023376623376624,0.9625844747044603,0.9121621621621622,0.8766233766233766,0.37300232
