,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss
25,[0.873682958330501],[0.9427613286071357],[0.8916857360793288],[0.9337060702875399],0.4185483,[0.8472727272727274],[0.93130357360601],[0.8867924528301887],[0.9155844155844156],0.42795196
26,[0.8767631364285229],[0.9438392267775799],[0.9253333333333333],[0.8314696485623003],0.4563107,[0.8528571428571429],[0.9316761127120544],[0.9130434782608695],[0.8181818181818182],0.47642633
27,[0.8770584086737816],[0.9443133204007248],[0.9202037351443124],[0.865814696485623],0.442067,[0.8525974025974027],[0.9319361939864336],[0.8936170212765957],[0.8181818181818182],0.46070337
28,[0.8777657875059479],[0.9454400319181351],[0.9321880650994575],[0.8234824281150159],0.4670119,[0.854025974025974],[0.9307678706802158],[0.9185185185185185],[0.8051948051948052],0.4969472
29,[0.8779314798450142],[0.9451186343988011],[0.9312839059674503],[0.8226837060702875],0.46676013,[0.8506493506493507],[0.9281821978229116],[0.9191176470588235],[0.8116883116883117],0.48780274
30,[0.8782947284345048],[0.9455221578141666],[0.9033018867924528],[0.9177316293929713],0.41633913,[0.8492207792207792],[0.9304972207237086],[0.8831168831168831],[0.8831168831168831],0.4287567
31,[0.8759367989939502],[0.9449029263121151],[0.8784977908689249],[0.9528753993610224],0.41876668,[0.844025974025974],[0.9287046454232664],[0.8734939759036144],[0.9415584415584416],0.43167353
32,[0.8797987050506423],[0.9471935438606999],[0.9301700984780662],[0.8298722044728435],0.45976615,[0.8507792207792209],[0.9284716032435243],[0.9111111111111111],[0.7987012987012987],0.50300646
33,[0.8819527054585004],[0.9468614113033584],[0.9321266968325792],[0.8226837060702875],0.45671254,[0.8518181818181818],[0.9273016629116281],[0.924812030075188],[0.7987012987012987],0.48043528
34,[0.8834577442050167],[0.9476249037954001],[0.9309734513274336],[0.8402555910543131],0.44143015,[0.8541558441558442],[0.9287340506618909],[0.9124087591240876],[0.8116883116883117],0.4684092
35,[0.8849202977363877],[0.9491420117717999],[0.9288811795316565],[0.8554313099041534],0.43022794,[0.8548051948051948],[0.9291246363096994],[0.9014084507042254],[0.8311688311688312],0.46452478
36,[0.8860843926313643],[0.9500126988153452],[0.9250210614995787],[0.8769968051118211],0.4190041,[0.8555844155844157],[0.9309228293088428],[0.8958333333333334],[0.8376623376623377],0.4515408
37,[0.886122629324995],[0.9511378205559156],[0.9043137254901961],[0.920926517571885],0.4025302,[0.855974025974026],[0.9318726195576944],[0.8838709677419355],[0.8896103896103896],0.4369782
38,[0.8883467303378424],[0.9514333410952074],[0.9267059814658803],[0.8785942492012779],0.41864857,[0.8574025974025975],[0.9296819486931457],[0.8951048951048951],[0.8311688311688312],0.4482405
39,[0.8890158724763783],[0.952792356958458],[0.9332755632582322],[0.860223642172524],0.4200992,[0.8557142857142858],[0.9285474189030098],[0.9078014184397163],[0.8311688311688312],0.4627926
40,[0.8846186527088573],[0.9511061884816792],[0.880354505169867],[0.952076677316294],0.40871346,[0.8516883116883117],[0.9290488064214668],[0.8711656441717791],[0.922077922077922],0.42583767
41,[0.8875883692475018],[0.951265715351084],[0.9395393474088292],[0.7819488817891374],0.4787353,[0.8566233766233766],[0.9278912793651455],[0.9354838709677419],[0.7532467532467533],0.5139451
42,[0.8885166711984229],[0.9516634842408429],[0.927487352445194],[0.8785942492012779],0.41532287,[0.8524675324675325],[0.9264680955939362],[0.8896551724137931],[0.8376623376623377],0.43460786
43,[0.8871613928352933],[0.951956129337699],[0.901854714064915],[0.9321086261980831],0.39949661,[0.8536363636363636],[0.9300092183445792],[0.8805031446540881],[0.9090909090909091],0.4142193
44,[0.8892070559445313],[0.9519892303163182],[0.9513227513227513],[0.7180511182108626],0.5143079,[0.8572727272727273],[0.92949018416778],[0.9385964912280702],[0.6948051948051948],0.57166904
45,[0.8891751920331723],[0.9531602429699975],[0.9009287925696594],[0.9297124600638977],0.39796162,[0.8563636363636363],[0.9293155030081955],[0.8867924528301887],[0.9155844155844156],0.42183888
46,[0.8913206953980014],[0.9538181912497212],[0.9284497444633731],[0.8706070287539937],0.418964,[0.8581818181818182],[0.9285688922192216],[0.9084507042253521],[0.8376623376623377],0.458599
47,[0.891084902453946],[0.9528492745577535],[0.9276094276094277],[0.8801916932907349],0.4214432,[0.8553246753246754],[0.9291920597517804],[0.8896551724137931],[0.8376623376623377],0.44248608
48,[0.8892983991570933],[0.9524166080272327],[0.937794533459001],[0.7947284345047924],0.4605957,[0.8541558441558442],[0.927275450156207],[0.928],[0.7532467532467533],0.5216305
49,[0.8927227074977908],[0.954496425210329],[0.9255852842809364],[0.884185303514377],0.40944332,[0.8574025974025974],[0.9280786367670724],[0.8904109589041096],[0.8441558441558441],0.4452509
50,[0.8932835123377065],[0.9551684083500908],[0.9369369369369369],[0.8306709265175719],0.43129572,[0.8563636363636365],[0.9276235683543225],[0.9172932330827067],[0.7922077922077922],0.47722968
51,[0.8941969444633268],[0.9551897631719408],[0.940959409594096],[0.8146964856230032],0.45064056,[0.8600000000000001],[0.9300143452655387],[0.9296875],[0.7727272727272727],0.48988923
52,[0.8923127251716403],[0.955081913608921],[0.899390243902439],[0.9424920127795527],0.39397666,[0.8559740259740259],[0.9308960219553505],[0.8703703703703703],[0.9155844155844156],0.4082507
53,[0.8941948202025695],[0.9557297486752823],[0.9307692307692308],[0.8698083067092651],0.40953454,[0.8567532467532467],[0.9281704277721436],[0.9078014184397163],[0.8311688311688312],0.45062706
54,[0.8950763884168309],[0.955764564956535],[0.9413953488372093],[0.8083067092651757],0.4474238,[0.8579220779220779],[0.9292298851939418],[0.9365079365079365],[0.7662337662337663],0.49326184
55,[0.8963828087825435],[0.9564799236353376],[0.9356828193832599],[0.8482428115015974],0.4206821,[0.8603896103896104],[0.9296101024937439],[0.9259259259259259],[0.8116883116883117],0.46470335
56,[0.897313234994222],[0.9578579408201178],[0.9189627228525121],[0.9057507987220448],0.3896994,[0.8597402597402597],[0.9298532746444539],[0.8904109589041096],[0.8441558441558441],0.4254215
57,[0.8985176908435865],[0.9583330334203338],[0.9300758213984835],[0.8817891373801917],0.39652854,[0.8603896103896105],[0.9297719744374213],[0.9020979020979021],[0.8376623376623377],0.43586048
58,[0.8992696791516552],[0.9586655806694564],[0.9262023217247097],[0.8921725239616614],0.39076257,[0.8594805194805195],[0.9302144838373663],[0.8958333333333334],[0.8376623376623377],0.42791378
59,[0.9002213479709061],[0.9599886200412936],[0.9107424960505529],[0.920926517571885],0.38169408,[0.8597402597402598],[0.9293199740725564],[0.8947368421052632],[0.8831168831168831],0.41673127
60,[0.9002744544898376],[0.9594590595235697],[0.943449575871819],[0.799520766773163],0.44108838,[0.8607792207792208],[0.9292696150081684],[0.9296875],[0.7727272727272727],0.49345362
61,[0.9021777921283394],[0.9602835626309049],[0.9408602150537635],[0.8386581469648562],0.4168066,[0.8598701298701299],[0.9307818710250503],[0.917910447761194],[0.7987012987012987],0.46599674
62,[0.9038007273468833],[0.9619146875018993],[0.9266281945589447],[0.8977635782747604],0.38176155,[0.860909090909091],[0.931043519916541],[0.896551724137931],[0.8441558441558441],0.4215846
63,[0.9040683842022976],[0.9613569152799667],[0.9382716049382716],[0.8498402555910544],0.40754637,[0.8637662337662337],[0.93205446462961],[0.9185185185185185],[0.8051948051948052],0.43540224
64,[0.9052388518795459],[0.9616705441001641],[0.9395509499136442],[0.8690095846645367],0.39579996,[0.8650649350649351],[0.9330363536813926],[0.9202898550724637],[0.8246753246753247],0.43631068
65,[0.9074544558493645],[0.9634518040605788],[0.9343986543313709],[0.8873801916932907],0.38403907,[0.8636363636363636],[0.9326387622256764],[0.9142857142857143],[0.8311688311688312],0.41398427
66,[0.9079494086058052],[0.9636033226049936],[0.9391833188531712],[0.8634185303514377],0.39156824,[0.8628571428571428],[0.9328136762678036],[0.9185185185185185],[0.8051948051948052],0.43429458
67,[0.9092218407994019],[0.9647505515959491],[0.9182692307692307],[0.9153354632587859],0.36875686,[0.8650649350649351],[0.9321029204431925],[0.881578947368421],[0.8701298701298701],0.39549398
68,[0.9089010774250561],[0.9640673333706637],[0.9152139461172741],[0.9225239616613419],0.36680967,[0.8648051948051948],[0.9341961523503707],[0.8823529411764706],[0.8766233766233766],0.39738622
69,[0.8997030283461356],[0.9593423532777415],[0.9638118214716526],[0.6381789137380192],0.56434685,[0.8590909090909091],[0.9288131550128851],[0.94],[0.6103896103896104],0.62585944
70,[0.9073036333355993],[0.9634315644825988],[0.9130094043887147],[0.9305111821086262],0.3701176,[0.8645454545454546],[0.935511478727262],[0.8782051282051282],[0.8896103896103896],0.39134526
71,[0.9082999116307526],[0.9637010040693269],[0.9399477806788512],[0.8626198083067093],0.39682412,[0.8628571428571429],[0.9322784998883051],[0.9117647058823529],[0.8051948051948052],0.43533757
72,[0.911278125212426],[0.965463578241387],[0.9350541215653622],[0.896964856230032],0.3757257,[0.8632467532467534],[0.9320483417287866],[0.9027777777777778],[0.8441558441558441],0.41724074
73,[0.911509669634967],[0.9650476468157918],[0.9306930693069307],[0.9009584664536742],0.37089062,[0.8675324675324675],[0.935840534165939],[0.9047619047619048],[0.8636363636363636],0.39727327
74,[0.9116350010196451],[0.9652462674921556],[0.9489322191272052],[0.8162939297124601],0.4181083,[0.8654545454545455],[0.933331186691626],[0.936],[0.7597402597402597],0.45968178
75,[0.9142308476650126],[0.9668695509372532],[0.9224620303756994],[0.9217252396166135],0.36028993,[0.8662337662337661],[0.9336362061824084],[0.8881578947368421],[0.8766233766233766],0.3937721
76,[0.9097422846849297],[0.963410675411464],[0.9575757575757575],[0.7571884984025559],0.4649331,[0.8666233766233766],[0.9354666511845058],[0.9310344827586207],[0.7012987012987013],0.504165
77,[0.9118474270953707],[0.9663285110020265],[0.8978046934140802],[0.9472843450479234],0.36802614,[0.8685714285714285],[0.9359052940457717],[0.8757763975155279],[0.9155844155844156],0.38876858
78,[0.9093939059207394],[0.9634120794230576],[0.9413854351687388],[0.8466453674121406],0.4047111,[0.864025974025974],[0.9340678993366066],[0.9185185185185185],[0.8051948051948052],0.44136497
79,[0.9139100842906669],[0.9660308880732895],[0.9474169741697417],[0.8202875399361023],0.41699392,[0.8666233766233766],[0.9347316586667015],[0.9291338582677166],[0.7662337662337663],0.44443285
80,[0.9146705696417646],[0.9666452290165325],[0.9389312977099237],[0.884185303514377],0.37555552,[0.864025974025974],[0.9344865361359571],[0.9078014184397163],[0.8311688311688312],0.41210464
81,[0.917910067296581],[0.9688696705679155],[0.9427350427350427],[0.8809904153354633],0.37602746,[0.8664935064935065],[0.9339437846050448],[0.9136690647482014],[0.8246753246753247],0.4022007
82,[0.9151357827476039],[0.9667410061781876],[0.9387755102040817],[0.8817891373801917],0.37208295,[0.8672727272727273],[0.9365421352485861],[0.9071428571428571],[0.8246753246753247],0.4066718
83,[0.9190699136700429],[0.9692956881484542],[0.9421276595744681],[0.884185303514377],0.37069672,[0.8650649350649351],[0.9352910765001515],[0.9084507042253521],[0.8376623376623377],0.40518138
84,[0.9201150499626132],[0.9698214700038875],[0.9269076305220884],[0.9217252396166135],0.3534365,[0.8687012987012988],[0.9371699602432096],[0.8866666666666667],[0.8636363636363636],0.37528813
85,[0.9195542451226973],[0.9689995742535187],[0.9424398625429553],[0.8761980830670927],0.36623427,[0.8653246753246753],[0.9355262574009606],[0.9071428571428571],[0.8246753246753247],0.3977306
86,[0.9219950207327849],[0.9708401769645323],[0.9308943089430894],[0.9145367412140575],0.3482845,[0.8661038961038963],[0.935982867297535],[0.8926174496644296],[0.8636363636363636],0.3762397
87,[0.9222074468085105],[0.9707255543313994],[0.9326298701298701],[0.9177316293929713],0.3515379,[0.8685714285714287],[0.9372404790125715],[0.8851351351351351],[0.8506493506493507],0.37235916
88,[0.9220460029909592],[0.9703820137452408],[0.9325102880658436],[0.9049520766773163],0.34829533,[0.864935064935065],[0.9350029476204447],[0.891156462585034],[0.8506493506493507],0.38538638
89,[0.9214044762422678],[0.9699997184307805],[0.9438687392055267],[0.8730031948881789],0.3665222,[0.8644155844155844],[0.9355793939640302],[0.8936170212765957],[0.8181818181818182],0.4133675
90,[0.9226131806131467],[0.9708913649380582],[0.9207606973058637],[0.9281150159744409],0.342928,[0.8714285714285716],[0.9379569165992451],[0.8823529411764706],[0.8766233766233766],0.3665103
91,[0.9233609203997009],[0.9702329386198366],[0.9614271938283511],[0.7963258785942492],0.41377625,[0.8745454545454544],[0.9421275702956828],[0.9491525423728814],[0.7272727272727273],0.43111363
92,[0.9229360682482497],[0.971123362473006],[0.9088098918083463],[0.939297124600639],0.34409803,[0.8731168831168831],[0.9417029638031289],[0.8823529411764706],[0.8766233766233766],0.36392176
93,[0.9249010094487118],[0.9718927029170341],[0.9594721960414703],[0.8130990415335463],0.40915895,[0.872987012987013],[0.9408521401810557],[0.9426229508196722],[0.7467532467532467],0.44029656
94,[0.9266790157025355],[0.9724822345024491],[0.9490500863557858],[0.8777955271565495],0.35998267,[0.8693506493506493],[0.9388375431271444],[0.9136690647482014],[0.8246753246753247],0.39807066
95,[0.920669482020257],[0.9695723425201973],[0.9456617002629273],[0.8618210862619808],0.37228033,[0.8612987012987013],[0.934217637715842],[0.9015151515151515],[0.7727272727272727],0.44684982
96,[0.9274140099245463],[0.9729611101774079],[0.9380677126341866],[0.9073482428115016],0.34217706,[0.8675324675324675],[0.9373062668289165],[0.9041095890410958],[0.8571428571428571],0.37242994
97,[0.9282042349262457],[0.9735295882542528],[0.9352989352989353],[0.9121405750798722],0.3398525,[0.8676623376623378],[0.9374071137003335],[0.8918918918918919],[0.8571428571428571],0.37158403
98,[0.908098106858813],[0.964219244286714],[0.9470260223048327],[0.8138977635782748],0.42812553,[0.8607792207792208],[0.9362306948296666],[0.9344262295081968],[0.7402597402597403],0.5849852
99,[0.9241968170076813],[0.9719946640525033],[0.9347471451876019],[0.9153354632587859],0.34366605,[0.8768831168831169],[0.9433455403172532],[0.8986486486486487],[0.8636363636363636],0.34928098
100,[0.928157501189586],[0.9732352185503493],[0.9483204134366925],[0.8793929712460063],0.35568622,[0.8719480519480519],[0.9392921181320877],[0.9202898550724637],[0.8246753246753247],0.38379025
101,[0.9263752464142478],[0.9729773760319463],[0.9030534351145039],[0.944888178913738],0.342572,[0.8688311688311688],[0.9398697181343713],[0.8846153846153846],[0.8961038961038961],0.37140152
102,[0.9217656005710013],[0.9700738323136049],[0.9522058823529411],[0.8274760383386581],0.40074202,[0.8657142857142857],[0.9372060753535686],[0.9291338582677166],[0.7662337662337663],0.4645588
103,[0.9278579804228129],[0.9734105961092061],[0.9259855189058729],[0.9193290734824281],0.33337495,[0.8668831168831169],[0.9391936687039946],[0.8881578947368421],[0.8766233766233766],0.3725821
104,[0.9275881993066414],[0.9724599802806353],[0.9612842304060434],[0.8130990415335463],0.39663738,[0.8681818181818182],[0.9392405366682599],[0.9354838709677419],[0.7532467532467533],0.43765378
105,[0.9312610461559377],[0.9748128403742675],[0.9333333333333333],[0.9169329073482428],0.32914218,[0.8671428571428571],[0.9393070278750464],[0.8874172185430463],[0.8701298701298701],0.36474863
106,[0.9301989157773095],[0.9736657354624078],[0.947098976109215],[0.8865814696485623],0.3457076,[0.8681818181818182],[0.9400239429034931],[0.9014084507042254],[0.8311688311688312],0.38408232
107,[0.9309615253891645],[0.9748089695267955],[0.9455611390284757],[0.9017571884984026],0.34691682,[0.8693506493506494],[0.9407031082838236],[0.9084507042253521],[0.8376623376623377],0.36362648
108,[0.9312270579838215],[0.974795390746676],[0.9293172690763052],[0.9241214057507987],0.32711962,[0.8633766233766235],[0.9384031787901672],[0.8881578947368421],[0.8766233766233766],0.38014516
109,[0.9288415131534227],[0.9738349601932894],[0.9792865362485615],[0.6797124600638977],0.472719,[0.867012987012987],[0.9403969934226776],[0.9484536082474226],[0.5974025974025974],0.49955067
110,[0.9310656141662701],[0.9743342703433959],[0.9471440750213129],[0.8873801916932907],0.3541167,[0.872077922077922],[0.9412002176352312],[0.9142857142857143],[0.8311688311688312],0.3726264
111,[0.927800625382367],[0.9724354392894301],[0.9481417458945549],[0.8761980830670927],0.35506225,[0.87],[0.9409008041887037],[0.9130434782608695],[0.8181818181818182],0.4064894
112,[0.9314012473659168],[0.9747769991760662],[0.949486301369863],[0.8857827476038339],0.34992972,[0.8712987012987012],[0.9424875373232199],[0.9214285714285714],[0.8376623376623377],0.37040207
113,[0.9312036911154918],[0.9742050965780005],[0.9533450704225352],[0.8650159744408946],0.3556495,[0.8658441558441559],[0.9400957215192338],[0.9172932330827067],[0.7922077922077922],0.40651593
114,[0.9331134015362653],[0.9750218542986757],[0.9629286376274329],[0.8298722044728435],0.37123817,[0.8693506493506494],[0.9404464066189583],[0.937007874015748],[0.7727272727272727],0.39368287
115,[0.9341925260009517],[0.9756138566100396],[0.9642529789184234],[0.8402555910543131],0.36808604,[0.8684415584415585],[0.9409224661913687],[0.9296875],[0.7727272727272727],0.39870235
116,[0.9355074434096935],[0.976318758603945],[0.9442131557035803],[0.9057507987220448],0.32300195,[0.8684415584415583],[0.9419532540587086],[0.903448275862069],[0.8506493506493507],0.3595587
117,[0.9327756440758616],[0.9746951202815157],[0.9473237043330501],[0.8905750798722045],0.33436418,[0.8659740259740261],[0.9398076038596137],[0.9014084507042254],[0.8311688311688312],0.3867104
118,[0.9331707565767114],[0.9765372204792773],[0.9530842745438749],[0.8761980830670927],0.34761238,[0.865064935064935],[0.9410023083901428],[0.9191176470588235],[0.8116883116883117],0.36054608
119,[0.9365695737883217],[0.9767993279178094],[0.9578947368421052],[0.8722044728434505],0.3382319,[0.8707792207792208],[0.9435991386580366],[0.9191176470588235],[0.8116883116883117],0.36390427
120,[0.9349976208279518],[0.9768436285294988],[0.9309236947791165],[0.9257188498402555],0.31653973,[0.8687012987012988],[0.9433694729926865],[0.8888888888888888],[0.8831168831168831],0.35821143
121,[0.9255212935898309],[0.9715361749677938],[0.9491673970201577],[0.8650159744408946],0.3602213,[0.8703896103896104],[0.942311534862674],[0.9111111111111111],[0.7987012987012987],0.44969139
122,[0.9357963428726803],[0.9763757962686677],[0.9491955969517358],[0.895367412140575],0.332549,[0.8753246753246754],[0.9464212615635439],[0.9219858156028369],[0.8441558441558441],0.3564166
123,[0.9371409999320237],[0.977266654905607],[0.9456521739130435],[0.9033546325878594],0.32344207,[0.8715584415584415],[0.9447268460298596],[0.9027777777777778],[0.8441558441558441],0.3537049
124,[0.9373109407926041],[0.977014643643928],[0.965296803652968],[0.8442492012779552],0.35382915,[0.8690909090909091],[0.9435978830545041],[0.9291338582677166],[0.7662337662337663],0.38796887
125,[0.9382307457004961],[0.9772737814017445],[0.9588441330998249],[0.8746006389776357],0.3381672,[0.8706493506493506],[0.9440938776938816],[0.9264705882352942],[0.8181818181818182],0.3732381
126,[0.9377740296376861],[0.9777785930288535],[0.9337105901374293],[0.9225239616613419],0.31462082,[0.8701298701298701],[0.9448488584671348],[0.9],[0.8766233766233766],0.35713267
127,[0.9345578988511998],[0.9758308600413432],[0.970617042115573],[0.7915335463258786],0.39573485,[0.87],[0.9443389170552575],[0.9316239316239316],[0.7077922077922078],0.4595965
128,[0.9379864557134117],[0.977442799481214],[0.9446308724832215],[0.8993610223642172],0.3210654,[0.867142857142857],[0.9426616684718438],[0.9027777777777778],[0.8441558441558441],0.36701524
