,epoch,train_roc,train_prc,train_precision,train_recall,train_loss,valid_roc,valid_prc,valid_precision,valid_recall,valid_loss,test_roc,test_prc,test_precision,test_recall,test_losses
0,131,0.939556613200647,0.9773587569637758,0.9572052401746725,0.8874493927125506,0.31484976,0.9100703276971419,0.9712772239870553,0.9354838709677419,0.8895705521472392,0.3634127,0.8763962375073487,0.9549232578753256,0.9276315789473685,0.8703703703703703,0.4060407
